"Var1","Var2","Freq"
"Fred E. Benz motion picture collection, 1929-1950","Executions",0
"George A. Malcolm papers, 1896-1965","Executions",0
"George E. Bushnell papers, 1921-1965","Executions",0
"George Owen Squier Papers, 1883-1934","Executions",0
"Grant Kohn Goodman papers, 1943-1995","Executions",0
"Harry Burns Hutchins papers","Executions",0
"Harry H. Bandholtz Papers, 1890-1937 (Microfilm Edition)","Executions",0
"Hinsdale family papers, 1857-1963","Executions",0
"Hubbell Family Papers, 1859-1983","Executions",0
"Interlochen Center for The Arts Records, 1927-2005","Executions",0
"Irene Ellis Murphy papers, 1917-1984","Executions",0
"Ivan F. Duff papers, 1947-1994","Executions",0
"Jacob Ellsworth Reighard Papers","Executions",0
"James J. Blanchard Papers, 1982-2002","Executions",0
"John A. Bobb Camp No. 45 (United Spanish War Veterans) records, 1919-1954","Executions",0
"John C. Early Papers","Executions",0
"John D. Dingell Papers","Executions",0
"Joseph Beal Steere Papers","Executions",0
"Joseph Ralston Hayden Papers","Executions",0
"Joseph Ralston Hayden Papers, 1899-1945 [microfilm]","Executions",0
"Josephine Fellows Gomon papers, 1913-1975","Executions",0
"Junius E. Beal Papers","Executions",0
"Luce Philippine Project interviews, 1975-1980","Executions",0
"Manuel Luis Quezon papers, 1909-1944","Executions",0
"Marion L. Burton Papers","Executions",0
"Media Resources Center (University of Michigan) Films and Videotapes, 1930s and 1948-1987","Executions",0
"Museum of Anthropological Archaeology (University of Michigan) Records, 1894-2011","Executions",0
"Myron E. Wegman Papers, 1939-2004","Executions",0
"Netzorg Family Papers, late 1880s-2012","Executions",0
"News and Information Services (University of Michigan) records, 1900-[ongoing]","Executions",0
"Owen A. Tomlinson papers, 1899-1920","Executions",0
"Philip A. Hart Papers","Executions",0
"Richard Nims papers, 1880s-1990s","Executions",0
"Richard Schneidewind papers, 1899-1914","Executions",1
"Robert D. Aldrich Collection","Executions",0
"Sligh Family Papers","Executions",0
"Stanley M. Swinton papers, 1935-1985","Executions",0
"the Albert Kahn Associates records, 1825-2014","Executions",0
"the Barbara Bassett McIver papers","Executions",0
"the Edward Nicholas and Dollie Ann Cole papers","Executions",0
"the Grant Kohn Goodman research files","Executions",0
"the Harold Dunbar Corbusier papers, 1883-1979","Executions",0
"Theodore H. Hubbell Papers","Executions",0
"Thomas Francis Papers","Executions",0
"University Herbarium (University of Michigan) Records, 1744-1745, 1851-1981, and 2001-2014","Executions",0
"Walker Lee Cisler Papers","Executions",0
"Walter W. Marquardt Papers, 1896-1952","Executions",0
"Wilfred B. Shaw Papers","Executions",0
"Wright family papers, 1825-1938","Executions",0
"WUOM Records, 1914-1982","Executions",0
"American Citizens for Justice records","hanging",0
"Arthur H. Vandenberg Papers, 1884-1974","hanging",0
"Arthur J. Lacy Papers","hanging",0
"Blanchard Family Papers, ca. 1835-ca. 2000","hanging",0
"Charles A. Sink Papers, 1900-1996","hanging",0
"Charles W. Lane papers, 1935-1997","hanging",0
"Chase S. Osborn Papers","hanging",0
"David Wheeler Palmer and family papers, 1807-1982","hanging",0
"Dean C. Worcester Papers","hanging",0
"Department of Afroamerican and African Studies (University of Michigan) records, 1966-2010 (bulk 1970-1994)","hanging",0
"Department of History (University of Michigan) Senior Honors Theses","hanging",0
"Dept. of History (University of Michigan) Student Papers, 1930-1987","hanging",0
"Donald Maxwell Matthews photographs, 1924-1982","hanging",0
"Earl D. Babst papers, 1899-1967","hanging",0
"Edmond DeVine papers","hanging",0
"Edward Gajec Papers","hanging",0
"Eleanor M. Bumgardner papers, 1919-1967","hanging",0
"Ethnic and Cultural Communities of Michigan Web Archive, 2010-2014","hanging",0
"Eugene Gressman papers, 1935-1967","hanging",0
"Frank Murphy Papers, 1908-1949","hanging",0
"Frank R. Kennedy Papers","hanging",0
"Fred E. Benz motion picture collection, 1929-1950","hanging",0
"George A. Malcolm papers, 1896-1965","hanging",0
"George E. Bushnell papers, 1921-1965","hanging",0
"George Owen Squier Papers, 1883-1934","hanging",0
"Grant Kohn Goodman papers, 1943-1995","hanging",0
"Harry Burns Hutchins papers","hanging",0
"Harry H. Bandholtz Papers, 1890-1937 (Microfilm Edition)","hanging",0
"Hinsdale family papers, 1857-1963","hanging",0
"Hubbell Family Papers, 1859-1983","hanging",0
"Interlochen Center for The Arts Records, 1927-2005","hanging",0
"Irene Ellis Murphy papers, 1917-1984","hanging",0
"Ivan F. Duff papers, 1947-1994","hanging",0
"Jacob Ellsworth Reighard Papers","hanging",0
"James J. Blanchard Papers, 1982-2002","hanging",0
"John A. Bobb Camp No. 45 (United Spanish War Veterans) records, 1919-1954","hanging",0
"John C. Early Papers","hanging",0
"John D. Dingell Papers","hanging",0
"Joseph Beal Steere Papers","hanging",0
"Joseph Ralston Hayden Papers","hanging",0
"Joseph Ralston Hayden Papers, 1899-1945 [microfilm]","hanging",0
"Josephine Fellows Gomon papers, 1913-1975","hanging",0
"Junius E. Beal Papers","hanging",0
"Luce Philippine Project interviews, 1975-1980","hanging",0
"Manuel Luis Quezon papers, 1909-1944","hanging",0
"Marion L. Burton Papers","hanging",0
"Media Resources Center (University of Michigan) Films and Videotapes, 1930s and 1948-1987","hanging",0
"Museum of Anthropological Archaeology (University of Michigan) Records, 1894-2011","hanging",0
"Myron E. Wegman Papers, 1939-2004","hanging",0
"Netzorg Family Papers, late 1880s-2012","hanging",0
"News and Information Services (University of Michigan) records, 1900-[ongoing]","hanging",0
"Owen A. Tomlinson papers, 1899-1920","hanging",0
"Philip A. Hart Papers","hanging",0
"Richard Nims papers, 1880s-1990s","hanging",0
"Richard Schneidewind papers, 1899-1914","hanging",0
"Robert D. Aldrich Collection","hanging",0
"Sligh Family Papers","hanging",0
"Stanley M. Swinton papers, 1935-1985","hanging",1
"the Albert Kahn Associates records, 1825-2014","hanging",0
"the Barbara Bassett McIver papers","hanging",0
"the Edward Nicholas and Dollie Ann Cole papers","hanging",0
"the Grant Kohn Goodman research files","hanging",0
"the Harold Dunbar Corbusier papers, 1883-1979","hanging",0
"Theodore H. Hubbell Papers","hanging",0
"Thomas Francis Papers","hanging",0
"University Herbarium (University of Michigan) Records, 1744-1745, 1851-1981, and 2001-2014","hanging",0
"Walker Lee Cisler Papers","hanging",0
"Walter W. Marquardt Papers, 1896-1952","hanging",0
"Wilfred B. Shaw Papers","hanging",0
"Wright family papers, 1825-1938","hanging",0
"WUOM Records, 1914-1982","hanging",0
"American Citizens for Justice records","hygiene",0
"Arthur H. Vandenberg Papers, 1884-1974","hygiene",0
"Arthur J. Lacy Papers","hygiene",0
"Blanchard Family Papers, ca. 1835-ca. 2000","hygiene",0
"Charles A. Sink Papers, 1900-1996","hygiene",0
"Charles W. Lane papers, 1935-1997","hygiene",0
"Chase S. Osborn Papers","hygiene",0
"David Wheeler Palmer and family papers, 1807-1982","hygiene",0
"Dean C. Worcester Papers","hygiene",0
"Department of Afroamerican and African Studies (University of Michigan) records, 1966-2010 (bulk 1970-1994)","hygiene",0
"Department of History (University of Michigan) Senior Honors Theses","hygiene",0
"Dept. of History (University of Michigan) Student Papers, 1930-1987","hygiene",0
"Donald Maxwell Matthews photographs, 1924-1982","hygiene",0
"Earl D. Babst papers, 1899-1967","hygiene",0
"Edmond DeVine papers","hygiene",0
"Edward Gajec Papers","hygiene",0
"Eleanor M. Bumgardner papers, 1919-1967","hygiene",0
"Ethnic and Cultural Communities of Michigan Web Archive, 2010-2014","hygiene",0
"Eugene Gressman papers, 1935-1967","hygiene",0
"Frank Murphy Papers, 1908-1949","hygiene",0
"Frank R. Kennedy Papers","hygiene",0
"Fred E. Benz motion picture collection, 1929-1950","hygiene",0
"George A. Malcolm papers, 1896-1965","hygiene",0
"George E. Bushnell papers, 1921-1965","hygiene",0
"George Owen Squier Papers, 1883-1934","hygiene",0
"Grant Kohn Goodman papers, 1943-1995","hygiene",0
"Harry Burns Hutchins papers","hygiene",0
"Harry H. Bandholtz Papers, 1890-1937 (Microfilm Edition)","hygiene",0
"Hinsdale family papers, 1857-1963","hygiene",0
"Hubbell Family Papers, 1859-1983","hygiene",0
"Interlochen Center for The Arts Records, 1927-2005","hygiene",0
"Irene Ellis Murphy papers, 1917-1984","hygiene",0
"Ivan F. Duff papers, 1947-1994","hygiene",0
"Jacob Ellsworth Reighard Papers","hygiene",0
"James J. Blanchard Papers, 1982-2002","hygiene",0
"John A. Bobb Camp No. 45 (United Spanish War Veterans) records, 1919-1954","hygiene",0
"John C. Early Papers","hygiene",0
"John D. Dingell Papers","hygiene",0
"Joseph Beal Steere Papers","hygiene",0
"Joseph Ralston Hayden Papers","hygiene",0
"Joseph Ralston Hayden Papers, 1899-1945 [microfilm]","hygiene",0
"Josephine Fellows Gomon papers, 1913-1975","hygiene",0
"Junius E. Beal Papers","hygiene",0
"Luce Philippine Project interviews, 1975-1980","hygiene",0
"Manuel Luis Quezon papers, 1909-1944","hygiene",0
"Marion L. Burton Papers","hygiene",1
"Media Resources Center (University of Michigan) Films and Videotapes, 1930s and 1948-1987","hygiene",0
"Museum of Anthropological Archaeology (University of Michigan) Records, 1894-2011","hygiene",0
"Myron E. Wegman Papers, 1939-2004","hygiene",0
"Netzorg Family Papers, late 1880s-2012","hygiene",0
"News and Information Services (University of Michigan) records, 1900-[ongoing]","hygiene",0
"Owen A. Tomlinson papers, 1899-1920","hygiene",0
"Philip A. Hart Papers","hygiene",0
"Richard Nims papers, 1880s-1990s","hygiene",0
"Richard Schneidewind papers, 1899-1914","hygiene",0
"Robert D. Aldrich Collection","hygiene",0
"Sligh Family Papers","hygiene",0
"Stanley M. Swinton papers, 1935-1985","hygiene",0
"the Albert Kahn Associates records, 1825-2014","hygiene",0
"the Barbara Bassett McIver papers","hygiene",0
"the Edward Nicholas and Dollie Ann Cole papers","hygiene",0
"the Grant Kohn Goodman research files","hygiene",0
"the Harold Dunbar Corbusier papers, 1883-1979","hygiene",0
"Theodore H. Hubbell Papers","hygiene",0
"Thomas Francis Papers","hygiene",0
"University Herbarium (University of Michigan) Records, 1744-1745, 1851-1981, and 2001-2014","hygiene",0
"Walker Lee Cisler Papers","hygiene",0
"Walter W. Marquardt Papers, 1896-1952","hygiene",0
"Wilfred B. Shaw Papers","hygiene",0
"Wright family papers, 1825-1938","hygiene",0
"WUOM Records, 1914-1982","hygiene",0
"American Citizens for Justice records","Hygiene",0
"Arthur H. Vandenberg Papers, 1884-1974","Hygiene",0
"Arthur J. Lacy Papers","Hygiene",0
"Blanchard Family Papers, ca. 1835-ca. 2000","Hygiene",0
"Charles A. Sink Papers, 1900-1996","Hygiene",0
"Charles W. Lane papers, 1935-1997","Hygiene",0
"Chase S. Osborn Papers","Hygiene",0
"David Wheeler Palmer and family papers, 1807-1982","Hygiene",0
"Dean C. Worcester Papers","Hygiene",0
"Department of Afroamerican and African Studies (University of Michigan) records, 1966-2010 (bulk 1970-1994)","Hygiene",0
"Department of History (University of Michigan) Senior Honors Theses","Hygiene",0
"Dept. of History (University of Michigan) Student Papers, 1930-1987","Hygiene",0
"Donald Maxwell Matthews photographs, 1924-1982","Hygiene",0
"Earl D. Babst papers, 1899-1967","Hygiene",0
"Edmond DeVine papers","Hygiene",0
"Edward Gajec Papers","Hygiene",0
"Eleanor M. Bumgardner papers, 1919-1967","Hygiene",0
"Ethnic and Cultural Communities of Michigan Web Archive, 2010-2014","Hygiene",0
"Eugene Gressman papers, 1935-1967","Hygiene",0
"Frank Murphy Papers, 1908-1949","Hygiene",0
"Frank R. Kennedy Papers","Hygiene",0
"Fred E. Benz motion picture collection, 1929-1950","Hygiene",0
"George A. Malcolm papers, 1896-1965","Hygiene",0
"George E. Bushnell papers, 1921-1965","Hygiene",0
"George Owen Squier Papers, 1883-1934","Hygiene",0
"Grant Kohn Goodman papers, 1943-1995","Hygiene",0
"Harry Burns Hutchins papers","Hygiene",0
"Harry H. Bandholtz Papers, 1890-1937 (Microfilm Edition)","Hygiene",0
"Hinsdale family papers, 1857-1963","Hygiene",0
"Hubbell Family Papers, 1859-1983","Hygiene",0
"Interlochen Center for The Arts Records, 1927-2005","Hygiene",0
"Irene Ellis Murphy papers, 1917-1984","Hygiene",0
"Ivan F. Duff papers, 1947-1994","Hygiene",0
"Jacob Ellsworth Reighard Papers","Hygiene",0
"James J. Blanchard Papers, 1982-2002","Hygiene",0
"John A. Bobb Camp No. 45 (United Spanish War Veterans) records, 1919-1954","Hygiene",0
"John C. Early Papers","Hygiene",0
"John D. Dingell Papers","Hygiene",0
"Joseph Beal Steere Papers","Hygiene",0
"Joseph Ralston Hayden Papers","Hygiene",0
"Joseph Ralston Hayden Papers, 1899-1945 [microfilm]","Hygiene",0
"Josephine Fellows Gomon papers, 1913-1975","Hygiene",0
"Junius E. Beal Papers","Hygiene",0
"Luce Philippine Project interviews, 1975-1980","Hygiene",0
"Manuel Luis Quezon papers, 1909-1944","Hygiene",0
"Marion L. Burton Papers","Hygiene",1
"Media Resources Center (University of Michigan) Films and Videotapes, 1930s and 1948-1987","Hygiene",0
"Museum of Anthropological Archaeology (University of Michigan) Records, 1894-2011","Hygiene",0
"Myron E. Wegman Papers, 1939-2004","Hygiene",1
"Netzorg Family Papers, late 1880s-2012","Hygiene",0
"News and Information Services (University of Michigan) records, 1900-[ongoing]","Hygiene",0
"Owen A. Tomlinson papers, 1899-1920","Hygiene",0
"Philip A. Hart Papers","Hygiene",0
"Richard Nims papers, 1880s-1990s","Hygiene",0
"Richard Schneidewind papers, 1899-1914","Hygiene",0
"Robert D. Aldrich Collection","Hygiene",0
"Sligh Family Papers","Hygiene",0
"Stanley M. Swinton papers, 1935-1985","Hygiene",0
"the Albert Kahn Associates records, 1825-2014","Hygiene",0
"the Barbara Bassett McIver papers","Hygiene",0
"the Edward Nicholas and Dollie Ann Cole papers","Hygiene",0
"the Grant Kohn Goodman research files","Hygiene",0
"the Harold Dunbar Corbusier papers, 1883-1979","Hygiene",0
"Theodore H. Hubbell Papers","Hygiene",0
"Thomas Francis Papers","Hygiene",0
"University Herbarium (University of Michigan) Records, 1744-1745, 1851-1981, and 2001-2014","Hygiene",0
"Walker Lee Cisler Papers","Hygiene",0
"Walter W. Marquardt Papers, 1896-1952","Hygiene",0
"Wilfred B. Shaw Papers","Hygiene",0
"Wright family papers, 1825-1938","Hygiene",0
"WUOM Records, 1914-1982","Hygiene",0
"American Citizens for Justice records","Igorot",0
"Arthur H. Vandenberg Papers, 1884-1974","Igorot",0
"Arthur J. Lacy Papers","Igorot",0
"Blanchard Family Papers, ca. 1835-ca. 2000","Igorot",0
"Charles A. Sink Papers, 1900-1996","Igorot",0
"Charles W. Lane papers, 1935-1997","Igorot",0
"Chase S. Osborn Papers","Igorot",0
"David Wheeler Palmer and family papers, 1807-1982","Igorot",0
"Dean C. Worcester Papers","Igorot",0
"Department of Afroamerican and African Studies (University of Michigan) records, 1966-2010 (bulk 1970-1994)","Igorot",0
"Department of History (University of Michigan) Senior Honors Theses","Igorot",0
"Dept. of History (University of Michigan) Student Papers, 1930-1987","Igorot",0
"Donald Maxwell Matthews photographs, 1924-1982","Igorot",0
"Earl D. Babst papers, 1899-1967","Igorot",0
"Edmond DeVine papers","Igorot",0
"Edward Gajec Papers","Igorot",0
"Eleanor M. Bumgardner papers, 1919-1967","Igorot",0
"Ethnic and Cultural Communities of Michigan Web Archive, 2010-2014","Igorot",0
"Eugene Gressman papers, 1935-1967","Igorot",0
"Frank Murphy Papers, 1908-1949","Igorot",0
"Frank R. Kennedy Papers","Igorot",0
"Fred E. Benz motion picture collection, 1929-1950","Igorot",0
"George A. Malcolm papers, 1896-1965","Igorot",0
"George E. Bushnell papers, 1921-1965","Igorot",0
"George Owen Squier Papers, 1883-1934","Igorot",0
"Grant Kohn Goodman papers, 1943-1995","Igorot",0
"Harry Burns Hutchins papers","Igorot",0
"Harry H. Bandholtz Papers, 1890-1937 (Microfilm Edition)","Igorot",0
"Hinsdale family papers, 1857-1963","Igorot",0
"Hubbell Family Papers, 1859-1983","Igorot",0
"Interlochen Center for The Arts Records, 1927-2005","Igorot",0
"Irene Ellis Murphy papers, 1917-1984","Igorot",0
"Ivan F. Duff papers, 1947-1994","Igorot",0
"Jacob Ellsworth Reighard Papers","Igorot",0
"James J. Blanchard Papers, 1982-2002","Igorot",0
"John A. Bobb Camp No. 45 (United Spanish War Veterans) records, 1919-1954","Igorot",0
"John C. Early Papers","Igorot",0
"John D. Dingell Papers","Igorot",0
"Joseph Beal Steere Papers","Igorot",0
"Joseph Ralston Hayden Papers","Igorot",0
"Joseph Ralston Hayden Papers, 1899-1945 [microfilm]","Igorot",0
"Josephine Fellows Gomon papers, 1913-1975","Igorot",0
"Junius E. Beal Papers","Igorot",0
"Luce Philippine Project interviews, 1975-1980","Igorot",0
"Manuel Luis Quezon papers, 1909-1944","Igorot",0
"Marion L. Burton Papers","Igorot",0
"Media Resources Center (University of Michigan) Films and Videotapes, 1930s and 1948-1987","Igorot",0
"Museum of Anthropological Archaeology (University of Michigan) Records, 1894-2011","Igorot",0
"Myron E. Wegman Papers, 1939-2004","Igorot",0
"Netzorg Family Papers, late 1880s-2012","Igorot",0
"News and Information Services (University of Michigan) records, 1900-[ongoing]","Igorot",0
"Owen A. Tomlinson papers, 1899-1920","Igorot",1
"Philip A. Hart Papers","Igorot",0
"Richard Nims papers, 1880s-1990s","Igorot",0
"Richard Schneidewind papers, 1899-1914","Igorot",13
"Robert D. Aldrich Collection","Igorot",0
"Sligh Family Papers","Igorot",0
"Stanley M. Swinton papers, 1935-1985","Igorot",0
"the Albert Kahn Associates records, 1825-2014","Igorot",0
"the Barbara Bassett McIver papers","Igorot",0
"the Edward Nicholas and Dollie Ann Cole papers","Igorot",0
"the Grant Kohn Goodman research files","Igorot",0
"the Harold Dunbar Corbusier papers, 1883-1979","Igorot",0
"Theodore H. Hubbell Papers","Igorot",0
"Thomas Francis Papers","Igorot",0
"University Herbarium (University of Michigan) Records, 1744-1745, 1851-1981, and 2001-2014","Igorot",0
"Walker Lee Cisler Papers","Igorot",0
"Walter W. Marquardt Papers, 1896-1952","Igorot",0
"Wilfred B. Shaw Papers","Igorot",0
"Wright family papers, 1825-1938","Igorot",0
"WUOM Records, 1914-1982","Igorot",0
"American Citizens for Justice records","Igorots",0
"Arthur H. Vandenberg Papers, 1884-1974","Igorots",0
"Arthur J. Lacy Papers","Igorots",0
"Blanchard Family Papers, ca. 1835-ca. 2000","Igorots",0
"Charles A. Sink Papers, 1900-1996","Igorots",0
"Charles W. Lane papers, 1935-1997","Igorots",0
"Chase S. Osborn Papers","Igorots",0
"David Wheeler Palmer and family papers, 1807-1982","Igorots",0
"Dean C. Worcester Papers","Igorots",0
"Department of Afroamerican and African Studies (University of Michigan) records, 1966-2010 (bulk 1970-1994)","Igorots",0
"Department of History (University of Michigan) Senior Honors Theses","Igorots",0
"Dept. of History (University of Michigan) Student Papers, 1930-1987","Igorots",0
"Donald Maxwell Matthews photographs, 1924-1982","Igorots",0
"Earl D. Babst papers, 1899-1967","Igorots",0
"Edmond DeVine papers","Igorots",0
"Edward Gajec Papers","Igorots",0
"Eleanor M. Bumgardner papers, 1919-1967","Igorots",0
"Ethnic and Cultural Communities of Michigan Web Archive, 2010-2014","Igorots",0
"Eugene Gressman papers, 1935-1967","Igorots",0
"Frank Murphy Papers, 1908-1949","Igorots",0
"Frank R. Kennedy Papers","Igorots",0
"Fred E. Benz motion picture collection, 1929-1950","Igorots",0
"George A. Malcolm papers, 1896-1965","Igorots",0
"George E. Bushnell papers, 1921-1965","Igorots",0
"George Owen Squier Papers, 1883-1934","Igorots",0
"Grant Kohn Goodman papers, 1943-1995","Igorots",0
"Harry Burns Hutchins papers","Igorots",0
"Harry H. Bandholtz Papers, 1890-1937 (Microfilm Edition)","Igorots",0
"Hinsdale family papers, 1857-1963","Igorots",0
"Hubbell Family Papers, 1859-1983","Igorots",0
"Interlochen Center for The Arts Records, 1927-2005","Igorots",0
"Irene Ellis Murphy papers, 1917-1984","Igorots",0
"Ivan F. Duff papers, 1947-1994","Igorots",0
"Jacob Ellsworth Reighard Papers","Igorots",0
"James J. Blanchard Papers, 1982-2002","Igorots",0
"John A. Bobb Camp No. 45 (United Spanish War Veterans) records, 1919-1954","Igorots",0
"John C. Early Papers","Igorots",0
"John D. Dingell Papers","Igorots",0
"Joseph Beal Steere Papers","Igorots",0
"Joseph Ralston Hayden Papers","Igorots",0
"Joseph Ralston Hayden Papers, 1899-1945 [microfilm]","Igorots",0
"Josephine Fellows Gomon papers, 1913-1975","Igorots",0
"Junius E. Beal Papers","Igorots",0
"Luce Philippine Project interviews, 1975-1980","Igorots",0
"Manuel Luis Quezon papers, 1909-1944","Igorots",0
"Marion L. Burton Papers","Igorots",0
"Media Resources Center (University of Michigan) Films and Videotapes, 1930s and 1948-1987","Igorots",0
"Museum of Anthropological Archaeology (University of Michigan) Records, 1894-2011","Igorots",0
"Myron E. Wegman Papers, 1939-2004","Igorots",0
"Netzorg Family Papers, late 1880s-2012","Igorots",0
"News and Information Services (University of Michigan) records, 1900-[ongoing]","Igorots",0
"Owen A. Tomlinson papers, 1899-1920","Igorots",0
"Philip A. Hart Papers","Igorots",0
"Richard Nims papers, 1880s-1990s","Igorots",0
"Richard Schneidewind papers, 1899-1914","Igorots",4
"Robert D. Aldrich Collection","Igorots",0
"Sligh Family Papers","Igorots",0
"Stanley M. Swinton papers, 1935-1985","Igorots",0
"the Albert Kahn Associates records, 1825-2014","Igorots",0
"the Barbara Bassett McIver papers","Igorots",0
"the Edward Nicholas and Dollie Ann Cole papers","Igorots",0
"the Grant Kohn Goodman research files","Igorots",0
"the Harold Dunbar Corbusier papers, 1883-1979","Igorots",0
"Theodore H. Hubbell Papers","Igorots",0
"Thomas Francis Papers","Igorots",0
"University Herbarium (University of Michigan) Records, 1744-1745, 1851-1981, and 2001-2014","Igorots",0
"Walker Lee Cisler Papers","Igorots",0
"Walter W. Marquardt Papers, 1896-1952","Igorots",0
"Wilfred B. Shaw Papers","Igorots",0
"Wright family papers, 1825-1938","Igorots",0
"WUOM Records, 1914-1982","Igorots",0
"American Citizens for Justice records","indigenous",0
"Arthur H. Vandenberg Papers, 1884-1974","indigenous",0
"Arthur J. Lacy Papers","indigenous",0
"Blanchard Family Papers, ca. 1835-ca. 2000","indigenous",0
"Charles A. Sink Papers, 1900-1996","indigenous",0
"Charles W. Lane papers, 1935-1997","indigenous",0
"Chase S. Osborn Papers","indigenous",0
"David Wheeler Palmer and family papers, 1807-1982","indigenous",0
"Dean C. Worcester Papers","indigenous",0
"Department of Afroamerican and African Studies (University of Michigan) records, 1966-2010 (bulk 1970-1994)","indigenous",0
"Department of History (University of Michigan) Senior Honors Theses","indigenous",0
"Dept. of History (University of Michigan) Student Papers, 1930-1987","indigenous",0
"Donald Maxwell Matthews photographs, 1924-1982","indigenous",0
"Earl D. Babst papers, 1899-1967","indigenous",0
"Edmond DeVine papers","indigenous",0
"Edward Gajec Papers","indigenous",0
"Eleanor M. Bumgardner papers, 1919-1967","indigenous",0
"Ethnic and Cultural Communities of Michigan Web Archive, 2010-2014","indigenous",0
"Eugene Gressman papers, 1935-1967","indigenous",0
"Frank Murphy Papers, 1908-1949","indigenous",0
"Frank R. Kennedy Papers","indigenous",0
"Fred E. Benz motion picture collection, 1929-1950","indigenous",1
"George A. Malcolm papers, 1896-1965","indigenous",0
"George E. Bushnell papers, 1921-1965","indigenous",0
"George Owen Squier Papers, 1883-1934","indigenous",0
"Grant Kohn Goodman papers, 1943-1995","indigenous",0
"Harry Burns Hutchins papers","indigenous",0
"Harry H. Bandholtz Papers, 1890-1937 (Microfilm Edition)","indigenous",1
"Hinsdale family papers, 1857-1963","indigenous",0
"Hubbell Family Papers, 1859-1983","indigenous",0
"Interlochen Center for The Arts Records, 1927-2005","indigenous",0
"Irene Ellis Murphy papers, 1917-1984","indigenous",0
"Ivan F. Duff papers, 1947-1994","indigenous",0
"Jacob Ellsworth Reighard Papers","indigenous",0
"James J. Blanchard Papers, 1982-2002","indigenous",0
"John A. Bobb Camp No. 45 (United Spanish War Veterans) records, 1919-1954","indigenous",0
"John C. Early Papers","indigenous",0
"John D. Dingell Papers","indigenous",0
"Joseph Beal Steere Papers","indigenous",0
"Joseph Ralston Hayden Papers","indigenous",0
"Joseph Ralston Hayden Papers, 1899-1945 [microfilm]","indigenous",0
"Josephine Fellows Gomon papers, 1913-1975","indigenous",0
"Junius E. Beal Papers","indigenous",0
"Luce Philippine Project interviews, 1975-1980","indigenous",0
"Manuel Luis Quezon papers, 1909-1944","indigenous",0
"Marion L. Burton Papers","indigenous",0
"Media Resources Center (University of Michigan) Films and Videotapes, 1930s and 1948-1987","indigenous",0
"Museum of Anthropological Archaeology (University of Michigan) Records, 1894-2011","indigenous",0
"Myron E. Wegman Papers, 1939-2004","indigenous",0
"Netzorg Family Papers, late 1880s-2012","indigenous",0
"News and Information Services (University of Michigan) records, 1900-[ongoing]","indigenous",0
"Owen A. Tomlinson papers, 1899-1920","indigenous",0
"Philip A. Hart Papers","indigenous",0
"Richard Nims papers, 1880s-1990s","indigenous",0
"Richard Schneidewind papers, 1899-1914","indigenous",0
"Robert D. Aldrich Collection","indigenous",0
"Sligh Family Papers","indigenous",0
"Stanley M. Swinton papers, 1935-1985","indigenous",0
"the Albert Kahn Associates records, 1825-2014","indigenous",0
"the Barbara Bassett McIver papers","indigenous",0
"the Edward Nicholas and Dollie Ann Cole papers","indigenous",0
"the Grant Kohn Goodman research files","indigenous",0
"the Harold Dunbar Corbusier papers, 1883-1979","indigenous",0
"Theodore H. Hubbell Papers","indigenous",0
"Thomas Francis Papers","indigenous",0
"University Herbarium (University of Michigan) Records, 1744-1745, 1851-1981, and 2001-2014","indigenous",0
"Walker Lee Cisler Papers","indigenous",0
"Walter W. Marquardt Papers, 1896-1952","indigenous",0
"Wilfred B. Shaw Papers","indigenous",0
"Wright family papers, 1825-1938","indigenous",0
"WUOM Records, 1914-1982","indigenous",0
"American Citizens for Justice records","Indigenous",0
"Arthur H. Vandenberg Papers, 1884-1974","Indigenous",0
"Arthur J. Lacy Papers","Indigenous",0
"Blanchard Family Papers, ca. 1835-ca. 2000","Indigenous",0
"Charles A. Sink Papers, 1900-1996","Indigenous",0
"Charles W. Lane papers, 1935-1997","Indigenous",0
"Chase S. Osborn Papers","Indigenous",0
"David Wheeler Palmer and family papers, 1807-1982","Indigenous",0
"Dean C. Worcester Papers","Indigenous",0
"Department of Afroamerican and African Studies (University of Michigan) records, 1966-2010 (bulk 1970-1994)","Indigenous",0
"Department of History (University of Michigan) Senior Honors Theses","Indigenous",0
"Dept. of History (University of Michigan) Student Papers, 1930-1987","Indigenous",0
"Donald Maxwell Matthews photographs, 1924-1982","Indigenous",0
"Earl D. Babst papers, 1899-1967","Indigenous",0
"Edmond DeVine papers","Indigenous",0
"Edward Gajec Papers","Indigenous",0
"Eleanor M. Bumgardner papers, 1919-1967","Indigenous",0
"Ethnic and Cultural Communities of Michigan Web Archive, 2010-2014","Indigenous",0
"Eugene Gressman papers, 1935-1967","Indigenous",0
"Frank Murphy Papers, 1908-1949","Indigenous",0
"Frank R. Kennedy Papers","Indigenous",0
"Fred E. Benz motion picture collection, 1929-1950","Indigenous",1
"George A. Malcolm papers, 1896-1965","Indigenous",0
"George E. Bushnell papers, 1921-1965","Indigenous",0
"George Owen Squier Papers, 1883-1934","Indigenous",0
"Grant Kohn Goodman papers, 1943-1995","Indigenous",0
"Harry Burns Hutchins papers","Indigenous",0
"Harry H. Bandholtz Papers, 1890-1937 (Microfilm Edition)","Indigenous",0
"Hinsdale family papers, 1857-1963","Indigenous",0
"Hubbell Family Papers, 1859-1983","Indigenous",0
"Interlochen Center for The Arts Records, 1927-2005","Indigenous",0
"Irene Ellis Murphy papers, 1917-1984","Indigenous",0
