Term,Occurrence (ead_ID),Tag,Collection,Context
Native,umich-bhl-85419,bioghist,"Owen A. Tomlinson papers, 1899-1920","Second Lieutenant Maximo Meimban was a Filipino officer and a Pampanga Province native, who served in the constabulary."
Native,umich-bhl-0375,bioghist,"Museum of Anthropological Archaeology (University of Michigan) Records, 1894-2011","The Ethnobotanical Laboratory, a center for the identification and interpretation of plant materials utilized by Native Americans, was established within this division in 1938."
Native,umich-bhl-2012143,bioghist,"Netzorg Family Papers, late 1880s-2012","Morton was a Michigan native and a University of Michigan graduate (Literature, 1910)."
Native,umich-bhl-2018019,abstract,the Barbara Bassett McIver papers,"native, Barbara Bassett McIver was part of the second cohort of Peace Corps volunteers and part of the first Peace Corps group to go to the Philippines."
Native,umich-bhl-87290,bioghist,Vice President for Student Life (University of Michigan) Records,"Its members employed pseudo-Native American practices and rituals, cartoonish imagery, and degrading language."
Native,umich-bhl-851981,bioghist,"Interlochen Center for The Arts Records, 1927-2005","Then, he learned conducting as head of the orchestra in his native Wellington (Kansas)."
Native,umich-bhl-93291,bioghist,"Fred E. Benz motion picture collection, 1929-1950","In 1911, Fred Benz, an Ann Arbor, Michigan native, joined his brothers Victor and Albert in their agricultural implements and feed business called Benz Brothers."
Native,umich-bhl-2012140,bioghist,"Department of Afroamerican and African Studies (University of Michigan) records, 1966-2010 (bulk 1970-1994)"," The Students of Color Coalition (SCC), another campus-based group, formed to protest the mocking use of Native American names, images and regalia by a semi-secret student honor society called Michigamua."
Native,umich-bhl-85842,bioghist,"Eleanor M. Bumgardner papers, 1919-1967","""Lady"" Bumgardner, a Detroit native, worked as private secretary for Frank Murphy from 1933 until his death in 1949."
Native,umich-bhl-91421,scopecontent,"Walter W. Marquardt Papers, 1896-1952","The slides include views of Philippine people, buildings, and scenery, especially of native tribes, and slides of Marquardt and other American officials in the Philippines."
Native,umich-bhl-85831,bioghist,Joseph Beal Steere Papers,"He was especially interested in native dialects, and he compiled phonetic studies of several different languages."
Native,umich-bhl-2019013,bioghist,"the Harold Dunbar Corbusier papers, 1883-1979","Corbusier left active service in 1905, settling in Plainfield, NJ to raise a family with his wife Louise Shepard Corbusier (1875-1964), a native of Battle Creek, Michigan."
Native,umich-bhl-2014031,scopecontent,"Ethnic and Cultural Communities of Michigan Web Archive, 2010-2014"," Web Archives include websites of African American, Arab American, Native American, Asian American and other ethnic communities and organizations who call the state of Michigan home."
Non-Christian,umich-bhl-85532,bioghist,John C. Early Papers,"He was governor of the Mountain Province, 1923-1930, then later advisor to the governor general on non-Christian affairs."
Non-Christian,umich-bhl-85532,abstract,John C. Early Papers,"Teacher and administrator in the Philippines, governor of the Mountain Province, 1923-1930, later advisor to the Governor General on non-Christian affairs; correspondence, reminiscences, speeches, articles, and photographs."
Philippine Islands,umich-bhl-91421,bioghist,"Walter W. Marquardt Papers, 1896-1952",Walter Marquardt (1878-1962) arrived in the Philippine Islands as a teacher in 1909.
Philippine Islands,umich-bhl-88482,bioghist,Elias Finley Johnson student notebook,"He served as a judge, CFI of Pangasinan, 1901 and as associate judge on the Supreme Court of Philippine Islands, 1903-1933."
Philippine Islands,umich-bhl-851718,scopecontent,"Victor Hugo Lane Papers, 1897-1929","The Victor Hugo Lane papers include correspondence relating to his law school activities, his interest in the Presbyterian churches of Adrian and Ann Arbor, the University Student Religious Association, the Young Men's Christian Association, the Western Intercollegiate Conference, the Michigan Law Review, and the Uncle Sam Macaroni Co. of Tecumseh; also letter from Gustavus Ohlinger on the Philippine Islands, June 1, 1903"
Philippine Islands,umich-bhl-851677,scopecontent,James A. LeRoy Papers,"The materials have been groups into four series: Biographical/Personal, Philippine Islands, Durango, Mexico, and Scrapbooks."
Philippine Islands,umich-bhl-90161,abstract,"Frederick G. Behner papers, 1893-1924 (bulk 1896-1908)","Teacher, Inspector of Schools in the Philippine Islands (1901-1905), and Presbyterian clergyman."
Philippine Islands,umich-bhl-90161,scopecontent,"Frederick G. Behner papers, 1893-1924 (bulk 1896-1908)","The Education and Teaching file includes Behner's teaching certificates (1893-1895), his university papers from North Central College, his students' papers from the Philippine Islands, and some papers from Xenia Seminary School."
Philippine Islands,umich-bhl-90161,scopecontent,"Frederick G. Behner papers, 1893-1924 (bulk 1896-1908)","The Personal file series includes Behner's diaries for the years 1901 through 1905 and chronicles his journey from Ohio down to the Philippine Islands, his years of teaching there, an extended trip home with major stops in Palestine and Europe, and his wedding."
Philippine Islands,umich-bhl-90161,bioghist,"Frederick G. Behner papers, 1893-1924 (bulk 1896-1908)","Upon graduation he entered into service with the United States Government as Inspector of Schools in the Philippine Islands, and worked there from 1901 to 1905."
Philippine Islands,umich-bhl-90180,abstract,Theodore H. Hubbell Papers,"Hubbell's service as engineer in the Philippine Islands, 1909-1911; also personal photograph series, including various residences of Hubbell, his scientific field trips to Tennessee, Florida, and the Philippines, and postcard views of Michigan communities."
Philippine Islands,umich-bhl-90180,scopecontent,Theodore H. Hubbell Papers,"Steere's expedition to the Philippine Islands, and visual images of turn of the century Michigan and the University of Michigan."
Philippine Islands,umich-bhl-90180,bioghist,Theodore H. Hubbell Papers,The family spent the years 1907 to 1913 in the Philippine Islands where Clarence worked as civil engineer for Manila and where Theodore first developed his interests in natural history and entomology.
Philippine Islands,umich-bhl-8955,scopecontent,the Morton J. Netzorg papers.,"Netzorg's 1980-1982 National Endowment for Humanities (NEH) research study of children's literature in the Philippine Islands and includes research material, or  annotated copies of children's literature works (or copies of portions of works) that Netzorg studied; Netzorg’s 1980 NEH research proposal, which includes the curriculum vitaes of both Netzorg (the project's Principal Investigator) and Karl L."
Philippine Islands,umich-bhl-2011165,bioghist,"Joseph Ralston Hayden Papers, 1899-1945 [microfilm]", Hayden was a recognized authority on the Philippine Islands.
Philippine Islands,umich-bhl-851643,bioghist,Joseph Ralston Hayden Papers, Hayden was a recognized authority on the Philippine Islands.
Philippine Islands,umich-bhl-87209,scopecontent,Gerald R. Ford School of Public Policy (University of Michigan) Records,"Records include correspondence, minutes, historical materials and topical files concerning the Institute, its Lansing Office, its programs in the Republic of China and documented the Philippine Islands, and the Michigan Constitutional Convention of 1961- 1962."
Philippine Islands,umich-bhl-2011165,scopecontent,"Joseph Ralston Hayden Papers, 1899-1945 [microfilm]","As vice governor of the Philippine Islands during the 1930s, and later as advisor on Philippine affairs to General Douglas MacArthur during World War II, Joseph R."
Philippine Islands,umich-bhl-85532,bioghist,John C. Early Papers,Early was a teacher and administrator in the Philippine Islands.
Philippine Islands,umich-bhl-854,scopecontent,"Arthur E. Armstrong papers, 1911-1938","The Armstrong collection also contains a large number of stereoptic card views of China, the St. Louis World's Fair, Port Arthur, the Philippine Islands, and Japan."
Philippine Islands,umich-bhl-85312,abstract,"Edward W. Mill papers, 1930-1977","Academic files, correspondence, papers relating to his work and interest in the Philippine Islands and Indonesia, topical files concerning his various academic interests, and photographs."
Philippine Islands,umich-bhl-85217,bioghist,"Hubbell Family Papers, 1859-1983"," From 1907 to 1912 the Hubbell family lived in the Philippine Islands, where Clarence Hubbell worked as a water supply and public works engineer."
Philippine Islands,umich-bhl-86102,scopecontent,"Theodore Hawley Tapping papers, 1909-1916 and 1937-1961","Hawley Tapping collection includes material documenting his student days at the University of Michigan and University of Iowa, the Acacia fraternity and his work as consultant to f University in the Philippine Islands and service to the University of Michigan Alumni Association."
Philippine Islands,umich-bhl-86227,abstract,"Taylor family papers, 1827-1908","Papers of Barton Stout Taylor, Methodist clergyman; diaries of his wife, Elizabeth Gurney Taylor, detailing her everyday activities; papers of Ralph Wendell Taylor, alumnus of University of Michigan and teacher in the Philippine Islands, 1901-1908; and other family materials."
Philippine Islands,umich-bhl-86227,scopecontent,"Taylor family papers, 1827-1908","The Taylor family papers consist of correspondence Barton Stout Taylor, Methodist clergyman; diaries of his wife, Elizabeth Gurney Taylor, detailing her everyday activities; papers of Ralph Wendell Taylor, alumnus of University of Michigan and teacher in the Philippine Islands, 1901-1908; and other family materials."
Philippine Islands,umich-bhl-86484,abstract,"George Murphy papers, 1911-1961","Judge of the Recorder's Court in Detroit and Frank Murphy's brother; contain correspondence, legal briefs, newspaper clippings, and other materials concerning Detroit politics, 1935-1961, the grand jury investigation of Detroit street railways, 1936, arbitration of labor disputes, 1936-1941, investigation of the Charles Street housing project, 1939-1940, as well as materials illuminating the careers and personal affairs of both George and Frank Murphy, especially in relation to Detroit and the Philippine Islands."
Philippine Islands,umich-bhl-851917,bioghist,"Irene Ellis Murphy papers, 1917-1984","When Murphy left to become Governor General of the Philippine Islands (1933-1935), he took many members of his family with him."
Philippine Islands,umich-bhl-2012143,abstract,"Netzorg Family Papers, late 1880s-2012","The collection chronicles the history of the Philippine Islands in the 20th century, specifically during the Second World War; life of German Jewry on the eve of World War II; Zionist Insurgency in the British Mandate Palestine; developments in the scholarly field of South East Asian Studies and international publishing and book trade industries related to the region."
Philippine Islands,umich-bhl-8674,bioghist,"George Owen Squier Papers, 1883-1934",He next superintended the construction of telegraph lines in the Philippine Islands.
Philippine Islands,umich-bhl-851643,scopecontent,Joseph Ralston Hayden Papers,"As vice governor of the Philippine Islands during the 1930s, and later as advisor on Philippine affairs to General Douglas MacArthur during World War II, Joseph R."
Philippine Islands,umich-bhl-9436,bioghist,"Harry H. Bandholtz Papers, 1890-1937 (Microfilm Edition)","In July 1900, he left Cuba for the Philippine Islands where he served for the next thirteen years."
Plantations,umich-bhl-92632,subjects,"Donald Maxwell Matthews photographs, 1924-1982",Forestry.; Lumber industry.; Sugar plantations.
Race,umich-bhl-2014031,subjects,"Ethnic and Cultural Communities of Michigan Web Archive, 2010-2014","African-American churches; Immigrants; Immigrants; Immigrants; Immigrants; Immigrants; Immigrants; Indians of North America; Indians of North America; Indians of North America; Iraqis; Islam; Islamic education; Islamophobia; Islamophobia; Italian Americans; Lebanese Americans; Lebanese Americans; Lebanese Americans; Minorities; Minorities; Minorities; Monasteries; Mosques; Mosques as community centers; Muslims; Muslims; Muslims; Muslims; Muslims; Muslims; Ojibwa Indians; Ojibwa Indians; Ojibwa Indians; Ojibwa Indians; Orientalism; Orthodox Eastern monasteries; Ottawa Indians; Ottawa Indians; Ottawa Indians; Pacific Islander Americans; Palestinian Americans; Polish Americans; Politics and public policy.; Popular music; Potawatomi Indians; Potawatomi Indians; Race relations; Racism; Religion.; Russian Americans; Russian Americans; Russkaia pravoslavnaia tserkov' zagranitseiÂ­; Sermons, American.; Social justice.; Stereotypes (Social psychology); Taiwanese Americans; Taiwanese Americans; Transportation and state; Women; Women in Michigan.; Yemeni Americans; Yemeni Americans; Youth"
Race,umich-bhl-86457,corpnames,Jacob Ellsworth Reighard Papers,Zoological Laboratory.; Amateur Fencers League of America.; National Conference on Race Betterment.
Race,umich-bhl-2012140,bioghist,"Department of Afroamerican and African Studies (University of Michigan) records, 1966-2010 (bulk 1970-1994)","The overall objectives were to promote anti-racist consciousness and to promote anti-racist student leaders, particularly within Third World communities; to heighten the level of discussion and research on various aspects of race, class and gender issues and to provide concrete tools to anti-racist organizers to help refute stereotypes and myths, and challenge apathy or cynicism."
Race,umich-bhl-05100,bioghist,American Citizens for Justice records,"According to reports, Ebens verbally harassed Chin, blaming his race for recent U.S. automotive unemployment (mistakenly believing Chin to be Japanese)."
Race,umich-bhl-851733,corpnames,Harry Burns Hutchins papers,President.; American Neutral Conference Committee.; American Protective Tariff League.; American Union Against Militarism.; Anti-Saloon League of Michigan.; Illinois Vigilance Association.; League to Enforce Peace.; Men's League for Woman Suffrage of the State of Michigan.; National Child Labor Committee (U.S.); National Conference on Race Betterment.; National Conservation Congress.
Remains,umich-bhl-0420,bioghist,"the Albert Kahn Associates records, 1825-2014"," Well after his death, his architectural firm, Albert Kahn Associates, Inc., remains an international leader in the design of highly specialized, efficient, flexible, and expandable factory buildings that enhance the flow of the manufacturing process."
Remains,umich-bhl-8738,bioghist,"WUOM Records, 1914-1982","Nevertheless the station remains faithful to the mission established in the 1940s by the University Executive Committee on Radio, to ""interpret and report to its audience the various activities of the University with emphasis upon education, research, and training with the intent to develop a broader knowledge, a fuller understanding and deeper appreciation of the humanities, of the sciences, and of social, economic, and civic problems [as well as offering] entertainment consistent with the policies and practices of an institution of higher learning.""[6]"
Remains,umich-bhl-9940,scopecontent,"James J. Blanchard Papers, 1982-2002","All that remains are the papers of Gregory Morris, director of the division from 1987 to 1990."
Remains,umich-bhl-0420,scopecontent,"the Albert Kahn Associates records, 1825-2014","The narrative and visual materials in the collection illuminate the breadth of Kahn's career and highlight the work of his architectural firm, Albert Kahn Associates, Inc., which continued to develop projects after his death, and remains a living institution."
Settlers,umich-bhl-8516,scopecontent,Robert D. Aldrich Collection,The collection spans the period from the arrival of the first settlers in 1831 to the 1980s.
Settlers,umich-bhl-851733,bioghist,Harry Burns Hutchins papers,"She was a descendent of Thomas Hooker, founder of Hartford, Connecticut, and Deacon William Crocker, one of the early settlers of Cape Cod, Massachusetts."
Slavery,umich-bhl-2011107,scopecontent,the Grant Kohn Goodman research files,"Specifically, part of Goodman’s research focused on the system of sexual slavery perpetuated by the Japanese military between 1932 and 1945."
Territory,umich-bhl-2019013,bioghist,"the Harold Dunbar Corbusier papers, 1883-1979","Harold Dunbar Corbusier (1873-1950) was born at a U.S. Army's Camp Date Creek in Yavapai County, Arizona Territory to Colonel William H."
Territory,umich-bhl-2010155,bioghist,"Richard Nims papers, 1880s-1990s","Therefore, students wanting to buy a drink would have to venture to establishments located outside Ann Arbor's dry territory like the Pretzel Bell."
Tribe,umich-bhl-2014031,subjects,"Ethnic and Cultural Communities of Michigan Web Archive, 2010-2014","African American churches; African American churches; African American Episcopalians; African American judges; African American men; African American Muslims; African American public worship; African American women; African American women lawyers; African American youth; African Americans; African Americans; African Americans; African Americans; African Americans; Arab American business enterprises; Arab Americans; Arab Americans; Arab Americans; Arab Americans; Arab Americans; Arab Americans; Arab Americans; Arab Americans; Arab Americans; Arab Americans; Asian Americans; Baptists; Boards of trade; Businesspeople; Chaldean Catholics; Charities; Chinese Americans; Chinese Americans; Chippewa Indians.; Chippewa Tribe.; Christianity and other religions; Commerce and industry.; Communities; Community centers; Druze women; Druzes; East Indian Americans; East Indian Americans; Education; Environmental justice; Ethnic communities.; Ethnic relations; Filipino Americans; Fisheries; Fishery law and legislation; Fishery management; Fishery management; German Americans; German Americans; Germans; Germans; Hispanic Americans; Hispanic Americans; Housing policy; Hurley, George W."
Tribe,umich-bhl-2014031,geognames,"Ethnic and Cultural Communities of Michigan Web Archive, 2010-2014","Ann Arbor (Mich.); Battle Creek (Mich.); Bay Mills Indian Community, Michigan.; Bay Mills (Mich.); Chippewa Tribe.; Dearborn (Mich.); Detroit (Mich.); Detroit (Mich.); Detroit (Mich.); Flint (Mich.); Florida.; Fulton (Mich.); Grand Rapids (Mich.); Grand Traverse Band of Ottawa and Chippewa Indians, Michigan.; Grand Traverse (Mich.); Great Lakes (North America); Harbor Springs (Mich.); Harper Woods (Mich.); India.; Israel.; Jackson (Mich.); Kalamazoo (Mich.); Keweenaw Bay (Mich."
Tribes,umich-bhl-85831,bioghist,Joseph Beal Steere Papers,"He obtained rare manuscripts from Formosa, and he studied fifteen previously unknown tribes along the Amazon."
Tribes,umich-bhl-91421,scopecontent,"Walter W. Marquardt Papers, 1896-1952","The slides include views of Philippine people, buildings, and scenery, especially of native tribes, and slides of Marquardt and other American officials in the Philippines."
Type,umich-bhl-851285,bioghist,Thomas Francis Papers,"In 1940, he identified and was able to isolate influenza virus, Type B."
Type,umich-bhl-8821,bioghist,"Dept. of History (University of Michigan) Student Papers, 1930-1987",The appointment of Andrew Dickson White (1857) as professor of history and English literature marked the beginning of historical teaching of the modern type.
Type,umich-bhl-851831-f,abstract,"Media Resources Center (University of Michigan) Films and Videotapes, 1930s and 1948-1987",The collection consists of documentary type film and video and film and video of television programs produced by the Media Resources Center and its predecessors.
Type,umich-bhl-93291,scopecontent,"Fred E. Benz motion picture collection, 1929-1950",This type of film was sold through camera stores and mail order houses and Benz probably purchased a reel for his own use.
Types,umich-bhl-87265.0,bioghist,"News and Information Services (University of Michigan) records, 1900-[ongoing]","News Service has continued to expand its media types and now includes podcasts, social media, and other online resources in addition to its print, radio, and television services."
Types,umich-bhl-2014136,bioghist,"University Herbarium (University of Michigan) Records, 1744-1745, 1851-1981, and 2001-2014","The U-M Herbarium is also a leader in digitizing herbaria collections, beginning with a 1977 database of seed plant types (Reznicek)."
Types,umich-bhl-2014136,bioghist,"University Herbarium (University of Michigan) Records, 1744-1745, 1851-1981, and 2001-2014","The U-M Herbarium is also a leader in digitizing herbaria collections, beginning with a 1977 database of seed plant types (Reznicek)."
Types,umich-bhl-85193,scopecontent,Philip A. Hart Papers,"Hart himself and his staff had discarded certain types of files before donating them to the library, notably case files and constituent mail answered by form."
Types,umich-bhl-851285,scopecontent,Thomas Francis Papers,Types of records in these unprocessed subseries consist of minutes of meetings and procedural records.
Types,umich-bhl-9840,scopecontent,"Charles W. Lane papers, 1935-1997","The researcher will be interested in the variety of architectural projects in which Lane was involved, which include schools, mobile homes, churches, and other types of structures."
Types,umich-bhl-87265.25,bioghist,"News and Information Services (University of Michigan) photographs, 1946-2006","News Service has continued to expand its media types and now includes podcasts, social media, and other online resources in addition to its print, radio, and television services."
