Term,Occurrence (ead_ID),Tag,Collection,Context
Hiawatha,umich-bhl-86727,bioghist,"Stellanova Osborn papers, 1907-1988","Osborn, ex-Governor of Michigan, and collaborated with him on five books: <title render=""italic"">The Conquest of a Continent</title>, 1939; <title render=""italic"">Schoolcraft-Longfellow-Hiawatha</title>, 1942; <title render=""italic"">Hiawatha with its Original Indian Legends</title>, 1944; <title render=""italic"">Errors in the U.S. Official Area Figures</title>, 1945; and <title render=""italic"">Northwood Sketches</title>, 1949."
Hiawatha,umich-bhl-92456,corpnames,"Penrod/Hiawatha Company Postcard Collection, 1950s-2017","Penrod/Hiawatha Company.; Eloise (Hospital : Wayne County, Mich.); Penrod/Hiawatha Company."
Hiawatha,umich-bhl-92456,titleproper,"Penrod/Hiawatha Company Postcard Collection, 1950s-2017","Penrod/Hiawatha Company Postcard Collection, 1950s-2017"
Hiawatha,umich-bhl-92456,scopecontent,"Penrod/Hiawatha Company Postcard Collection, 1950s-2017","The Penrod/Hiawatha Company collection is mainly comprised of postcards, although some supplemental photographic items directed toward tourists is also included."
Hiawatha,umich-bhl-92456,bioghist,"Penrod/Hiawatha Company Postcard Collection, 1950s-2017","The Penrod/Hiawatha Company of Berrien Springs, Michigan, produces and distributes postcards and other photographic items for tourists."
Hiawatha,umich-bhl-2018025,bioghist,the John P. Murphy collection,"For example, (B2-20) depicts an elderly Ojibway woman who is described as ""Old Nokomis"" after the character in Henry Longfellow’s <i>The Song of Hiawatha</i>."
Indian,umich-bhl-85221,bioghist,Johnston Family Papers,"Schoolcraft, the noted Indian scholar and government Superintendent of Indian Affairs; Eliza (1802-1885); Charlotte (1806-1871); William (b."
Indian,umich-bhl-85221,scopecontent,Johnston Family Papers,"The collection falls into three series: Johnston family papers, Collected historical and Indian materials, and Photographs."
Indian,No EAD ID,bioghist,the James H. Kidd papers,"Officer in the 6th Michigan Cavalry and later in the 2nd Brigade, 3rd Cavalry of the Army of the Potomac during the Civil War and participant in the Powder River Indian campaign of 1865, later Ionia, Michigan newspaper editor and officer in the Michigan State Troops (later the National Guard)."
Indian,No EAD ID,bioghist,the Henry Rowe Schoolcraft papers,"Author, Indian agent and ethnologist."
Indian,No EAD ID,scopecontent,the Henry Rowe Schoolcraft papers,"Cleveland about an Indian treaty, and ""The Literary Voyager; or, Muzzeniegun,"" a manuscript newspaper published at Sault Ste."
Indian,umich-bhl-85221,abstract,Johnston Family Papers,"Correspondence, photographs, and other papers of John Johnston, fur trader, son John McDouall Johnston, Indian interpreter for Henry R."
Indian,umich-bhl-85395,scopecontent,the Sherman family papers,"Papers of Abner John Sherman, Indian trader, merchant, and Upper Peninsula state representative, his son, John A."
Indian,umich-bhl-85243,abstract,"W. Wallace Kent papers, 1954-1973","Case docket sheets, judges' case files, unpublished opinions, judges' memoranda, Court of Appeals panel reports, Court of Appeals Circuit Council reports; cases relate in part to school desegregation, Indian treaty rights, labor relations, and questions of civil liberties."
Indian,umich-bhl-89139,bioghist,the Charles H. Rodd papers,"Part-Indian trader at Midland, Michigan, and interpreter with the Chippewa Indians of Isabella County, Michigan."
Indian,umich-bhl-85189,subjects,Amos R. Green Papers,Anthropology.; Archaeology.; Indians of North America; Michigan; Archaeology.; Fossils.; Indian weapons; Mills
Indian,umich-bhl-2016035,scopecontent,American Indian Services records,Articles cover Native American related stories in Southeast Michigan and document the work of American Indian Services Executive Director Fay Givens.
Indian,umich-bhl-2016035,abstract,American Indian Services records,"The American Indian Services (AIS) is a non-profit organization which administers Federal programs for Native American families in Southeast Michigan, predominantly in metropolitan Detroit."
Indian,No EAD ID,scopecontent,the John M. Munson photograph collection.,Portraits and photos of Munson taking part in an Indian ceremony.
Indian,umich-bhl-851272,bioghist,Ferry Family Papers (William Montague Ferry family),"He then offered his services to the <corpname>United Foreign Missionary Society</corpname>, and was subsequently appointed to explore and preach among the Indian tribes of the northwest."
Indian,umich-bhl-88154,corpnames,"Lewis Cass papers [microform], 1814-1847",Office of Indian Affairs.
Indian,umich-bhl-88154,scopecontent,"Lewis Cass papers [microform], 1814-1847","The series in the collection are: United States Minister to France, United States Secretary of War, Michigan Superintendency of Indian Affairs, and United States Office of Indian Affairs."
Indian,umich-bhl-88154,abstract,"Lewis Cass papers [microform], 1814-1847","Minister to France and Secretary of War; also official documents of the Michigan Superintendency of Indian Affairs, 1819-1831, and the Office of Indian Affairs, 1814-1817 and 1822-1829, relating in part to Cass's work in negotiating land treaties with the Indians of the Michigan Territory."
Indian,umich-bhl-85150,abstract,"Marvin Fisher papers, 1972-1976","Chippewa Indian from Bay City, Michigan."
Indian,umich-bhl-85150,bioghist,"Marvin Fisher papers, 1972-1976","Marvin Fisher was a Chippewa Indian activist from Bay City, Michigan."
Indian,umich-bhl-0384,bioghist,Melvin R. Gilmore (1868-1940) Papers,He served on the staff of the Heye Foundation's Museum of the American Indian from 1923 to 1928.
Indian,umich-bhl-0384,bioghist,Melvin R. Gilmore (1868-1940) Papers,"Other major publications included <title render=""italic"">Prairie Smoke</title> (Columbia University Press, 1929), a collection of Native American myths, and the pamphlet <title render=""italic"">Indian Lore and Indian Gardens</title> (Slingerland-Comstock Co., 1930)."
Indian,umich-bhl-2016035,titleproper,American Indian Services records,American Indian Services records
Indian,umich-bhl-0384,corpnames,Melvin R. Gilmore (1868-1940) Papers,"Museum of Anthropology.; Museum of the American Indian, Heye Foundation.; Museum of the American Indian, Heye Foundation.; St. Francis Mission (Saint Francis, S.D.)"
Indian,umich-bhl-86811,bioghist,the Omena Presbyterian Church records,"Indian mission established by Peter Dougherty at Old Mission, Michigan, in 1839, and moved to Omena, Michigan, in 1852."
Indian,umich-bhl-851568,corpnames,the Isabella Indian Mission historical sketch,Isabella Indian Mission (Mich.); Methodist Episcopal Church.; Methodist Episcopal Church.
Indian,umich-bhl-851568,titleproper,the Isabella Indian Mission historical sketch,the Isabella Indian Mission historical sketch
Indian,umich-bhl-85189,abstract,Amos R. Green Papers,"Biographical and personal material; correspondence; publications; talks, radio interviews and other public presentations; archeological site notes and reports; research sources and notes; maps; photographs; and files relating to his activities with the southwest chapter, Michigan Archeological Society; contain materials relating to his interest in the archaeology, Indian anthropology, and history of the area around Berrien and Cass Counties; also papers documenting his relationship with professionals in various disciplines at the University of Michigan Museums and elsewhere."
Indian,umich-bhl-2016035,corpnames,American Indian Services records,American Indian Services.; American Indian Services.; American Indian Services.
Indian,umich-bhl-2016035,bioghist,American Indian Services records,"In 1971, Harry Fay Command founded the American Indian Services (AIS) in the Southeast Michigan, as an extension of the Thunderbird Alcoholics Anonymous Club."
Indian,umich-bhl-88326,bioghist,"Michigan Ecumenical Forum records, 1916-2002","Issues such as church location, world hunger, Christian education, protest against the Vietnam War, Indian and migrant missions, criminal justice, pastoral education, and race relations found their way onto the MCC agenda from 1957 through 1986."
Indian,umich-bhl-2016035,scopecontent,American Indian Services records,"The dates of these events range from the 1990s to the 2000s and cover disputes of how local, state, and national governments handle American Indian affairs."
Indian,umich-bhl-2016035,scopecontent,American Indian Services records,"The American Indian Services (AIS) records primarily consist of board meeting minutes, legal documents, newspaper clippings, and photographs."
Indian,umich-bhl-93805,bioghist,"Zonta Club of Ann Arbor, Michigan records, 1972-1990","Zonta is a Sioux Indian word meaning ""to band together for a purpose."" The creators of Zonta International, a service organization of executive women in business and other professions, wanted the organization to represent such values as honesty, trust and inspiration."
Indian,umich-bhl-86481,scopecontent,the Monaghan family papers,"Monaghan, soldier in the 7th Michigan Cavalry, Co. I, describing Civil War campaigns in Virginia and Indian campaigns in Colorado; also assorted other letters and genealogical notes of Ida W."
Indian,umich-bhl-2011121,bioghist,"Camp Al-Gon-Quian (Burt Lake, Mich.) records, 1926-1967"," Twining chose the name Al-Gon-Quian because he believed that was a possible Native American expression for ""bow of a canoe."" Twining also borrowed several Indian names for the camper groups."
Indian,umich-bhl-851865,titleproper,the Michigan Indian Agency land register,the Michigan Indian Agency land register
Indian,umich-bhl-86934,abstract,"Holy Cross Church (Cross Village, Mich.) records, 1847-1930","Baptismal records, marriage, birth and death records, photographs, newspaper clippings and printed histories detailing activities of this Indian church."
Indian,umich-bhl-8822,scopecontent,the Reuben Beeman land sale agreements,"Mortgage and warranty deed of Beeman of Saginaw, Michigan, with Sa-Wa-Bon, Chippewa Indian, for land in Saginaw County, Michigan."
Indian,umich-bhl-86934,scopecontent,"Holy Cross Church (Cross Village, Mich.) records, 1847-1930","The records of the church date back to 1847 and include baptismal records, marriage, birth and death records, photographs, newspaper clippings and printed histories detailing activities of this Indian church."
Indian,umich-bhl-86395,bioghist,"Peter Barbeau Papers, 1789-1909","He purchased and resided in the former Indian Agency house, previously the residence of Henry Schoolcraft."
Indian,umich-bhl-85743,scopecontent,the John R. Baker papers,"Usher (1863), and John Wilson (1854), concerning Indian lands and Indian affairs in Michigan; and legal documents relating to John Allen (1846), Albert Mears, and Nathan Mears."
Indian,umich-bhl-87274,bioghist,"President (University of Michigan) Records, 1967-2015","In 2013, Coleman visited India and signed agreements with Indian partners to expand research in medicine and social science."
Indian,umich-bhl-2012101,geognames,the John Christian Auch papers,Saginaw Chippewa Indian Tribe of Michigan.
Indian,umich-bhl-00130,scopecontent,the Fur trading journal,"Ledger book used by unidentified Mackinac Island, Mich., merchants for three separate purposes: accounts of fur traders (1803-1809), Indian credit book (1828), and miscellaneous business accounts (1840-1852)."
Indian,umich-bhl-0154,geognames,"Balthazar Korab photograph collection, ca. 1950-1997","and Ont.); Dundee (Mich.); Fayette (Mich.); Fenton (Mich.); Fort Wilkins (Mich.); Frankenmuth (Mich.); Grass Lake (Mich.); Grindstone City (Mich.); Grosse Pointe (Mich.); Hancock (Mich.); Harbor Springs (Mich.); Highland Park (Mich.); Houghton (Mich.); Howell (Mich.); Huron City (Mich.); Huron County (Mich.); Indian Village (Detroit, Mich.); Jackson (Mich.); Kalamazoo (Mich.); Keweenaw County (Mich.); Lake County (Mich.); L'Anse (Mich.); Lansing (Mich.); Lapeer (Mich.); Ludington (Mich.); Mackinac Bridge (Mich.); Mackinac Island (Mich.); Manchester (Mich.); Manistique (Mich.); Marquette (Mich.); Marshall (Mich.); Menominee (Mich.); Michigamme (Mich.); Monroe (Mich.); Monroe County (Mich.); Mount Clemens (Mich.); Mount Pleasant (Mich.); Muskegon (Mich.); Oakland County (Mich.); Otsego County (Mich.); Owosso (Mich.); Oxford (Mich.); Pequaming (Mich.); Petoskey (Mich.); Port Austin (Mich.); Port Hope (Mich.); Port Huron (Mich.); River Rouge (Mich.); Rogers City (Mich.); Romeo (Mich.); Saginaw (Mich.); Sanilac County (Mich.); Saint Clair River (Mich."
Indian,umich-bhl-8662,scopecontent,the George Nelson Smith papers,"Volume containing diary, 1842-1845, and minute book of the Michigan Association of Congregational Churches, 1837-1841; diary/memoranda books, 1849 and 1857; and scattered correspondence and other papers about Indian affairs."
Indian,umich-bhl-86436,corpnames,"Charles M. Ziegler papers, 1928-1959",Emergency Welfare Relief Commission.; Michigan Indian Foundation.; Mackinac Bridge Authority (Mich.); Michigan Republican League.; Michigan.
Indian,umich-bhl-86436,abstract,"Charles M. Ziegler papers, 1928-1959","Correspondence, scrapbooks and other papers concerning the highway department, Republican politics, and his interest in the Michigan Republican League, the Michigan Indian Foundation, and the construction of the Mackinac Bridge; also photographs."
Indian,umich-bhl-2014119,corpnames,"William Edward Wise visual materials collection, 1948-1955","First Unitarian Church (Ann Arbor, Mich.); Western Unitarian Conference.; American Anti-Imperialist League.; American League to Limit Armaments.; Canada India League.; Friends of Freedom for India.; Friends of India's Independence.; Hindustan Association of America.; India Academy of America.; India Independence League of America.; Indian National Congress."
Indian,umich-bhl-85526,bioghist,Isaac M. Weston Papers,"In 1862, he participated in the Little Crow Indian Campaign serving as a lieutenant with a Minnesota regiment."
Indian,umich-bhl-93343,bioghist,Emil Weddige Papers,"Emil Albert Weddige was born in 1907 in Sandwich, Ontario, Canada to American parents of French, German and Windot Indian (Native American) background."
Indian,umich-bhl-2008043,abstract,"Gertrude P. Kurath recordings of Native American songs, 1953-1954e","The Kurath collection includes two field recordings entitled, ""Michigan Indian Hymns"" and ""Michigan Indian Native Songs"", produced by Gertrude P."
Indian,umich-bhl-86143,abstract,C. C. Trowbridge Papers,"Lewis Cass on 1819 expedition among Indians of upper Great Lakes, Indian agent and negotiator, mayor of Detroit in 1834, and later University of Michigan regent."
Indian,umich-bhl-86143,scopecontent,C. C. Trowbridge Papers,The Trowbridge collection consists mainly of materials accumulated during the early years of his career when he was acting as Indian agent and when he devoted himself to the study of the languages and customs of the native Americans of the upper midwest.
Indian,umich-bhl-86143,bioghist,C. C. Trowbridge Papers,He moved westward to Detroit in 1819 and shortly thereafter joined General Lewis Cass as a clerk and assistant topographer in Cass' expedition among the Indian tribes of the upper Great Lakes and Mississippi River.
Indian,umich-bhl-852243,scopecontent,the Jonas Shawanese papers,"Speech pertaining to Indians of Cheboygan, and Grand Traverse area of Michigan, supplemented by copies of documents relating to Indian treaties and affairs."
Indian,umich-bhl-851865,corpnames,the Michigan Indian Agency land register,Indian Agency.
Indian,umich-bhl-85761,scopecontent,the John C. Blanchard papers,"Elias to represent them in making claims against the United States for land; lists of Indians making claims; correspondence, including seven letters from Elias, dealing with the Indian land claims."
Indian,umich-bhl-85926,bioghist,the Chauncy Bush minute book,Secretary of a U.S. Indian Commission.
Indian,umich-bhl-997,bioghist,Office of Multi-Ethnic Student Affairs (University of Michigan) records,"The staff included but were not limited to: Asian American, Native American, African American, Indian, and Hispanic/Latino/a."
Indian,umich-bhl-88546,scopecontent,the James Madison approval,Document signed by President James Madison giving his approval to the granting of specified lands on the St. Clair River to various Indian tribes as negotiated by a treaty with the Indians in 1807.
Indian,umich-bhl-851956,scopecontent,the Nicholas F. Murray papers,"Reports, correspondence, and other papers, including reports of the Indian school, three notes from Frederic Baraga, letters from Augustus Hamelin and Michael McCarty, and manuscript travel account of journeys through United States and Europe, including trip through Sault Ste."
Indian,umich-bhl-851956,bioghist,the Nicholas F. Murray papers,"Indian teacher at Cheboygan, Michigan."
Indian,umich-bhl-851692,scopecontent,the L'Oranger family papers,"Legal papers mostly dealing with land transactions and history of the family in Michigan; also invoice of Indian goods sent to La Saline, from Detroit, Michigan."
Indian,umich-bhl-89119,titleproper,the The burning of Indian Village on the banks of Burt Lake in the fall of 1900,the The burning of Indian Village on the banks of Burt Lake in the fall of 1900
Indian,umich-bhl-851362,corpnames,"Emerson Frank Greenman Papers, 1888-1984 (bulk dates, 1924-1972)",Mount Pleasant Indian School.; University of Michigan.
Indian,umich-bhl-86727,bioghist,"Stellanova Osborn papers, 1907-1988","Osborn, ex-Governor of Michigan, and collaborated with him on five books: <title render=""italic"">The Conquest of a Continent</title>, 1939; <title render=""italic"">Schoolcraft-Longfellow-Hiawatha</title>, 1942; <title render=""italic"">Hiawatha with its Original Indian Legends</title>, 1944; <title render=""italic"">Errors in the U.S. Official Area Figures</title>, 1945; and <title render=""italic"">Northwood Sketches</title>, 1949."
Indian,umich-bhl-92745,scopecontent,"Ed Beach photographs, 1931-1948","Trip to Chicago Century of Progress,"" ""Michigan Courthouses,"" ""Michigan Ships, Monuments, Historic Places, Buildings, Creek Scenes,"" ""Indian and Trail Markers,"" ""Around Michigan: Historic Places, Buildings, Mills, Dams, Bridges, Masonic Buildings,"" and ""Michigan Governors' Homes, Michigan Trees, Old Buildings of Michigan."" The photos in the albums include Beach's negative number."
Indian,umich-bhl-0321,bioghist,"the Northern Michigan historical sketch, by Ella Petoskey.","Ottawa Indian, resident of Emmet County, Mich."
Indian,umich-bhl-2016048,abstract,Warren Petoskey papers,"He is a writer, musician, dancer, and lecturer on the history of American Indian residential schools."
Indian,umich-bhl-2016048,bioghist,Warren Petoskey papers,"While working as a certified addictions counselor, spiritual traditionalist counselor, and house manager for a Native American treatment program, Petoskey came to understand that his clients often experienced residual effects from the American Indian residential schools that many (including his father and grandfather, Cornelius Joseph Petoskey) were forced to attend."
Indian,umich-bhl-851588,bioghist,"George Johnston letterbook, 1832-1860","George Johnston (also spelled Johnson) was the son of John Johnston, an Irish immigrant and O-Shau-gus-co-day-way-gua, a Chippewa Indian woman."
Indian,umich-bhl-851588,scopecontent,"George Johnston letterbook, 1832-1860",Included are copies of letters from Chippewa Indian chiefs appealing to the President of the United States to honor its past treaties with the Indians.
Indian,umich-bhl-851588,abstract,"George Johnston letterbook, 1832-1860","Sub-Indian agent at La Pointe, Wisconsin, later surveyor of Indian lands in Michigan's Upper Peninsula, and interpreter among the Chippewa Indians."
Indian,umich-bhl-852205,scopecontent,the Stephen Rose reminiscences,"Genealogy of the Rose family, reminiscences of the family's settlement in Detroit area and later on Indian reserve at Swan Creek, Michigan, including description of French-Canadian life in Detroit area with material on Indians."
Indian,No EAD ID,scopecontent,the Susan Shagonaby transcript of oral interview,"Description of her life and education as Ottawa Indian, including comments on Indian customs and history in Harbor Springs, Michigan, region."
Indian,No EAD ID,scopecontent,the Susan Shagonaby transcript of oral interview,Warner in which Shagonaby discusses her Ottawa Indian heritage and her life in the Harbor Springs area of Michigan.
Indian,No EAD ID,subjects,the Susan Shagonaby transcript of oral interview,Indians of North America; Women; Ottawa Indians; Indian women; Indians of North America; Ottawa Indians
Indian,umich-bhl-85926,scopecontent,the Chauncy Bush minute book,"Poinsett, Commissioner of Indian Affairs Carey A."
Indian,umich-bhl-851130,corpnames,Louis C. Cramton Papers,Henry Ford Peace Expedition (1915-1916); Howard University.; Indian Rights Association.; Michigan.
Indian,umich-bhl-2008043,scopecontent,"Gertrude P. Kurath recordings of Native American songs, 1953-1954e","This collection includes two field recordings, ""Michigan Indian Hymns"" and ""Michigan Indian Native Songs"", recorded by Gertrude P."
Indian,umich-bhl-851146,abstract,Fred Dustin (1886-1957) Papers,"The papers include correspondence, newspaper clippings, sketches, diaries, and record books concerning his interest in the archaeology of Michigan, including the archaeological survey of Isle Royale, 1929-1930, and the survey and mapping of the Ogemaw County Earthworks in 1931; also material relating to the history of Saginaw and to Dustin's interest in the archaeology of the Michigan Indian; and photographs."
Indian,umich-bhl-93347,geognames,"Postcard collection, 1890s-[ongoing]","and Ont.); Imlay City (Mich.); Indian River (Mich.); Ingalls (Mich.); Inkster (Mich.); Interlochen (Mich.); Ionia (Mich.); Irish Hills (Mich.); Iron Mountain (Mich.); Iron River (Mich.); Irons (Mich.); Ironton (Mich.); Ironwood (Mich.); Ishpeming (Mich.); Isle Royale (Mich.); Ithaca (Mich.); Jackson (Mich.); Jonesville (Mich.); Kalamazoo (Mich.); Kaleva (Mich.); Kalkaska (Mich.); Kensington Metropolitan Park (Mich.); Kent City (Mich.); Kenton (Mich.); Keweenaw Peninsula (Mich.); Kingsley (Mich.); Kingston (Mich.); Klinger Lake (Mich.); Lac La Belle (Mich.); Lake Ann (Mich.); Lake City (Mich.); Lake Leelanau (Mich.); Lake Linden (Mich.); Lake Odessa (Mich.); Lake Orion (Mich.); Lakeland (Mich.); lakeside (Mich.); Lakeview (Mich.); L'Anse (Mich.); Lansing (Mich.); Lapeer (Mich.); Laurium (Mich.); Lawrence (Mich.); Lawton (Mich.); Leland (Mich.); Lennon (Mich.); Le Roy (Mich.); Les Cheneaux Islands (Mich.); Leslie (Mich.); Lewiston (Mich.); Lexington (Mich.); Linden (Mich.); Linwood (Mich.); Litchfield (Mich.); Lovells (Mich.); Lowell (Mich.); Lower Falls (Chippewa County, Mich.); Ludington (Mich.); Lupton (Mich.); Macatawa (Mich.); Mackinac Bridge (Mich.); Mackinac Island (Mich.); Mackinac Island (Mich.); Macon (Mich.); Mancelona (Mich.); Manchester (Mich.); Manistee (Mich.); Manistique (Mich.); Manistique Lake (Mich.); Manton (Mich.); Marengo (Mich.); Marine City (Mich.); Marlette (Mich.); Marquette (Mich.); Marshall (Mich.); Mason (Mich.); Mattawan (Mich.); Mayfield (Mich.); Mayville (Mich.); Mears (Mich.); Medina (Mich.); Mendon (Mich.); Menominee (Mich.); Mesick (Mich.); Metropolitan Beach (Mich.); Metz (Mich.); Michigamme (Mich.); Michigan Center (Mich.); Michigan, Lake.; Michillinda (Mich.); Middleville (Mich.); Midland (Mich.); Milan (Mich.); Millersburg (Mich.); Millington (Mich.); Mio (Mich.); Monroe (Mich.); Montague (Mich.); Montrose (Mich.); Moran (Mich.); Morenci (Mich.); Mount Clemens (Mich.); Mount Pleasant (Mich.); Mullett Lake (Mich.); Munising (Mich.); Muskegon (Mich.); Nashville (Mich.); Naubinway (Mich.); Neebish Island (Mich.); Negaunee (Mich.); New Baltimore (Mich.); New Boston (Mich.); New Buffalo (Mich.); New Richmond (Mich.); New Salem (Mich.); Newaygo (Mich.); Newberry (Mich.); Newburg (Mich.); Niles (Mich.); North Branch (Mich.); North Manitou (Mich.); Northport (Mich.); Northville (Mich.); Norway (Mich.); Oakley (Mich.); Old Mill Creek State Park (Mich.); Old Mission (Mich.); Olivet (Mich.); Omena (Mich.); Onaway (Mich.); Onekama (Mich.); Onsted (Mich.); Ontonagon (Mich.); Ontonagon River (Mich.); Orchard Lake (Mich.); Ortonville (Mich.); Oscoda (Mich.); Otsego (Mich.); Otsego Lake (Mich.); Ottawa Beach (Mich.); Ovid (Mich.); Owosso (Mich.); Oxford (Mich.); Palmyra (Mich.); Paris (Mich.); Paw Paw (Mich.); Pearl Beach (Mich.); Pellston (Mich.); Pentwater (Mich.); Pequaming (Mich.); Perrinton (Mich.); Peshawbestown (Mich.); Peters (Mich.); Petoskey (Mich.); Pickford (Mich.); Pinckney (Mich.); Pinconning (Mich.); Pine Lake (West Bloomfield, Mich.); Pine Lake (Eaton County, Mich.); Plainwell (Mich.); Plymouth (Mich.); Pointe Aux Barques (Mich.); Pontiac (Mich.); Port Austin (Mich.); Port Hope (Mich.); Port Huron (Mich.); Portage Lake (Livingston County and Washtenaw County, Mich.); Portland (Mich.); Prudenville (Mich.); Quincy (Mich.); Rapid City (Mich.); Rapid River (Mich.); Reading (Mich.); Reed City (Mich.); Remus (Mich.); Republic (Mich.); Richland (Mich.); Riga (Mich.); Riley Center (Mich.); Ripley (Mich.); River Rouge (Mich.); Rives Junction (Mich.); Roaring Brook (Mich.); Rochester (Mich.); Rockford (Mich.); Rogers City (Mich.); Romeo (Mich.); Roscommon (Mich.); Rose City (Mich.); Royal Oak (Mich.); Saginaw (Mich.); Saint Charles (Mich.); Saint Clair (Mich.); Saint Clair Flats (Mich.); Saint Clair Shores (Mich.); Saint Helena Island (Mich.); Saint Ignace (Mich.); Saint Johns (Mich.); Saint Joseph (Mich.); Saint Louis (Mich.); Salem (Mich.); Saline (Mich.); Sand Creek (Mich.); Sand Lake (Lenawee County, Mich.); Sandusky (Mich.); Saranac (Mich.); Sarnia (Ont.); Saugatuck (Mich.); Sault Sainte Marie (Mich.); Schoolcraft (Mich.); Scottville (Mich.); Sebewaing (Mich.); Seney (Mich.); Seul Choix Point (Mich.); Sharon (Kalkaska County, Mich.); Shelby (Mich.); Shepherd (Mich.); Sherwood (Mich.); Sigma (Mich.); Silver Lake (Oceana County, Mich.); Skeels (Mich.); Sleeping Bear Dunes (Mich.); Smyrna (Mich.); Somerset (Mich.); Soo Junction (Mich.); South Boardman (Mich.); South Haven (Mich.); South Litchfield (Mich.); South Lyon (Mich.); South Manitou Island (Mich.); South Range (Mich.); Southfield (Mich.); Sparta (Mich.); Spring Lake (Mich.); Stambaugh (Mich.); Standish (Mich.); Stanton (Mich.); Stephenson (Mich.); Stittsville (Mich.); Stockbridge (Mich.); Sturgis (Mich.); Superior, Lake.; Suttons Bay (Mich.); Sylvan Beach (Mich.); Tawas City (Mich.); Tecumseh (Mich.); Thompsonville (Mich.); Three Oaks (Mich.); Three Rivers (Mich.); Tipton (Mich.); Topinabee (Mich.); Torch Lake (Mich.); Traverse City (Mich.); Trenary (Mich.); Trenton (Mich.); Trout Creek (Mich.); Trout Lake (Mich.); Troy (Mich.); Tustin (Mich.); Twin Lake (Mich.); Union City (Mich.); Upper Falls (Luce County, Mich.); Utica (Mich.); Vassar (Mich.); Vermontville (Mich.); Vernon (Mich.); Vestaburg (Mich.); Vicksburg (Mich.); Victoria (Mich.); Wakefield (Mich.); Walburg (Mich.); Walloon Lake (Mich.); Warren (Mich.); Washington Township (Macomb County, Mich.); Washtenaw County (Mich.); Wayland (Mich.); Wayne (Mich.); Wells (Mich.); Wellston (Mich.); Wequetonsing (Mich.); West Branch (Mich.); White Pigeon (Mich.); Whitehall (Mich.); Whitmore Lake (Mich.); Williamsburg (Mich.); Williamston (Mich.); Willow Run (Mich.); Winona (Mich.); Wolf Lake (Jackson County, Mich.); Wolverine (Mich.); Wyandotte (Mich.); Yale (Mich.); Ypsilanti (Mich.); Zeeland (Mich.)"
Indian,umich-bhl-8679,abstract,"Helen Hornbeck Tanner papers, 1930s-2009","Historian of American Indian history and literature, research associate at the Newberry Library, secretary of the Michigan Commission on Indian Affairs, and expert witness in legal cases involving Indian treaty rights."
Indian,umich-bhl-86358,bioghist,Leslie A. White Papers,"White was the leading scholar of the life and career of anthropologist Lewis Henry Morgan, editing Morgan's travel journal and his Indian Journals, 1859-1862."
Indian,umich-bhl-2018025,bioghist,the John P. Murphy collection,"Zimmerman took numerous images of Ojibwa, including direct depictions of colonialism in a series of photographs of ""Indian Payments"" at Odanah, Wisconsin."
Indian,umich-bhl-8679,scopecontent,"Helen Hornbeck Tanner papers, 1930s-2009",The Helen Hornbeck Tanner papers are composed of ten series: Personal / Biographical; Correspondence; Articles and other writings; Research and Writing Projects; Conferences and symposia; Topical files; Michigan Commission on Indian Affairs; U.S. v.
Indian,umich-bhl-8679,bioghist,"Helen Hornbeck Tanner papers, 1930s-2009","Helen Hornbeck Tanner was a distinguished scholar of American Indian history and literature, publishing books on the Caddo and the Ojibwa as well as on early eighteenth-century Spanish Florida."
Indian,umich-bhl-8679,bioghist,"Helen Hornbeck Tanner papers, 1930s-2009"," Beginning in 1963, she began a career as an expert witness in cases heard by the Indian Claims Commission in Washington D.C. Probably her most significant single case was United States v."
Indian,umich-bhl-8679,bioghist,"Helen Hornbeck Tanner papers, 1930s-2009"," Her <title render=""italic"">Bibliography of the Ojibwa</title> (1974) was one of the early publications of the Center for American Indian History at The Newberry Library."
Indian,umich-bhl-8722,bioghist,Board of Regents (University of Michigan) records,"Lewis Cass, territorial govenor of Michigan, was a central figure in implementing the Indian removal policies of the United States government, in addition to authorizing the Treaty at the Foot of the Rapids that allocated land given to the University of Michigan."
Indian,umich-bhl-8722,scopecontent,Board of Regents (University of Michigan) records,"Of particular note is the Land Grant from the United States to the University of Michigan, 1824, which details the sections of land given to the Trustees of the University of Michigan by the power vested in Lewis Cass (as Superintendent of Indian Affairs in the Territory of Michigan) by section 16 of the Treaty at the Foot of the Rapids (Treaty of Fort Meigs), 1817, and section 6 of the Treaty of Detroit, 1807."
Indian,umich-bhl-8679,corpnames,"Helen Hornbeck Tanner papers, 1930s-2009",Michigan Commission on Indian Affairs.
Indian,No EAD ID,scopecontent,"the Saint Ignace, Michigan photograph collection","The collection consists of photographs of the ferry dock at Saint Ignace, Michigan, and of an Indian village outside the city."
Indian,umich-bhl-86530,scopecontent,"Charles Adam Weissert papers, 1893-1947","There are also speeches, and writings mostly on Michigan history topics, including Indian history and the history of Kalamazoo and Barry County."
Indian,umich-bhl-2018007,corpnames,the James R. Hillman papers.,Michigan Commission on Indian Affairs.; Michigan Commission on Indian Affairs.; Michigan.
Indian,umich-bhl-89151,titleproper,"the United States, Bureau of Indian Affairs records","the United States, Bureau of Indian Affairs records"
Indian,umich-bhl-89151,corpnames,"the United States, Bureau of Indian Affairs records",Bureau of Indian Affairs.
