Term,Occurrence (ead_ID),Tag,Collection,Context
gay,umich-bhl-0092,abstract,Triangle Foundation Records,"The Triangle Foundation is a gay and lesbian civil rights and advocacy organization, located in Detroit, Michigan and formed in 1990."
gay,umich-bhl-9744,abstract,James W. Toy Papers,"Toy and the records of the university office (originally named Human Sexuality Office, then Lesbian-Gay Male Programs Office, and later Lesbian-Gay Male-Bisexual Programs Office) where he worked for twenty-three years."
gay,umich-bhl-9744,bioghist,James W. Toy Papers," Following a statewide gay conference held at the University of Michigan in the summer of 1970, Toy began urging the creation of a program to address the needs of the university's gay male and lesbian students."
gay,umich-bhl-9744,bioghist,James W. Toy Papers," The Lesbian-Gay Male-Bisexual Programs Office (hereafter LGBPO) was created in 1971 as the ""Human Sexuality Office"" within the Office of Special Services and Programs of the University of Michigan."
gay,umich-bhl-9744,bioghist,James W. Toy Papers,"From the beginning education, peer advising and counseling, gay rights advocacy, and community organization were the primary concerns of the Human Sexuality Office."
gay,umich-bhl-9744,bioghist,James W. Toy Papers," From the beginning, the advocates sought to educate the university community to dispel myths and stereotypes about gay life."
gay,umich-bhl-9744,bioghist,James W. Toy Papers,"Toy and the lesbian advocates trained group facilitators, already qualified to serve as peer counselors trained by LGBPO, to co-facilitate ""coming out"" groups for individuals seeking to affirm their sexual orientation to themselves, to other members of the lesbian and gay male communities, and to heterosexual people."
gay,umich-bhl-9744,bioghist,James W. Toy Papers, Gay rights advocacy was obviously an important aim of the office.
gay,umich-bhl-9744,bioghist,James W. Toy Papers, The Human Sexuality Office under Toy's and the lesbian advocates' leadership helped students and other lesbians and gay men to organize groups to meet specific needs.
gay,umich-bhl-9744,bioghist,James W. Toy Papers," The university's attitude toward LGBPO has been somewhat ambivalent, reflecting society's attitudes toward the needs and concerns of gay men and lesbians."
gay,umich-bhl-9744,bioghist,James W. Toy Papers,"Within his diocese, he has worked long and consistently to make the church more welcoming to the lesbian and gay male community."
gay,umich-bhl-9744,bioghist,James W. Toy Papers, Toy's activism on behalf of gay rights also extended into the political and public policy arena.
gay,umich-bhl-9744,bioghist,James W. Toy Papers,"In addition to working toward a musicology degree, he earned his Master's degree in clinical social work while also organizing and teaching the course ""Gay Issues in Social Work"" in the U-M School of Social Work."
gay,umich-bhl-9744,subjects,James W. Toy Papers,AIDS (Disease); Coming out (Sexual orientation); Gay college students; Gay liberation movement; Gay men; Gays; Homosexuality; Homosexuality; Homosexuality; Lesbians; Sexual orientation; Gay rights; Gays; Demonstrations; Transgender college students; Transgender people
gay,umich-bhl-9744,bioghist,James W. Toy Papers,"In 1970, Toy helped to found and served as secretary of both the Detroit Gay Liberation Movement (later known as the Detroit Gay Liberation Front) and the Ann Arbor Gay Liberation Front, organizations established to dramatize and seek remedy for the discrimination and harassment that gays and lesbians daily confronted."
gay,umich-bhl-2011124,bioghist,"John L. Kavanaugh papers, 1970-2011","He served as a member of ONE, Detroit's Gay Liberation Front (serving as coordinator from 1970 to 1972); a founding member and the first lay head of Metropolitan Community Church in Detroit; a member of Integrity, the GLBT caucus within the Episcopal Church; a member of the Detroit chapter of Black and White Men Together (BWMT); and a member of the Triangle Foundation in Detroit."
gay,umich-bhl-02140,scopecontent,"Affirmative Action Office (University of Michigan) publications, 1973-1995",These include the Council for Disability Concerns and the Study Committee on the Status of Lesbians and Gay Men.
gay,umich-bhl-2011124,abstract,"John L. Kavanaugh papers, 1970-2011","The collection consists of correspondence, essays and articles, e-mails, conference materials, organizational records, publications and articles on the subjects of GLBT history, gay civil rights, gay marriage, interracial and interfaith marriage, GLBT families, sexual and gender equality, violence against GLBT persons, religion and homosexuality, gay clergy, clergy with AIDS, and violence against GLBT persons."
gay,umich-bhl-85141,subjects,"Contemporary History Project (The New Left in Ann Arbor, Mich.) transcripts of oral interviews, 1978-1979","Alternative lifestyles.; Black power; Civil rights; Drug abuse.; Feminism; Gay liberation movement; Draft.; Peace; Radicalism; Political persecution; Rock music.; Vietnam War, 1961-1975.; Women's rights; Demonstrations"
gay,umich-bhl-9610,abstract,"Craig Covey papers, 1987-2010","Gay rights activist of Ferndale, Mich."
gay,umich-bhl-9610,scopecontent,"Craig Covey papers, 1987-2010","Also of important are files documenting his participation in the political and civic life of Ferndale, both within the gay community and as a member of the city council and as Mayor."
gay,umich-bhl-9610,bioghist,"Craig Covey papers, 1987-2010",He began his advocacy work on behalf of gay rights in Ohio in 1981.
gay,umich-bhl-9610,subjects,"Craig Covey papers, 1987-2010",AIDS (Disease); Elections; Gay men
gay,umich-bhl-07152,titleproper,"Gay Delanghe papers, 1961-2006","Gay Delanghe papers, 1961-2006"
gay,umich-bhl-07152,scopecontent,"Gay Delanghe papers, 1961-2006","The Gay Delanghe papers document a range of Delanghe's professional activities, with particular focus on choreography, teaching, and performing."
gay,umich-bhl-07152,scopecontent,"Gay Delanghe papers, 1961-2006", The collection is divided into ten series of materials relating to various aspects of the professional and artistic activities of Gay Delanghe.
gay,umich-bhl-07152,bioghist,"Gay Delanghe papers, 1961-2006","Gay Ann Delanghe was born in Detroit, Michigan, in 1941."
gay,umich-bhl-07152,persnames,"Gay Delanghe papers, 1961-2006","Delanghe, Gay.; Delanghe, Gay.; Delanghe, Gay.; Delanghe, Gay."
gay,umich-bhl-04103,abstract,"Dignity/Detroit Records, 1974-2004",Organization established to unite gay Catholics and provide a vehicle through which they might be heard within the Church and by the wider Detroit community.
gay,umich-bhl-04103,bioghist,"Dignity/Detroit Records, 1974-2004",Its purpose was to unite gay Catholics and to provide an instrument through which they might be heard by the Church and by the wider Detroit community.
gay,umich-bhl-0398,abstract,"Charles L. Duty Papers, 1997-2000","Gay activist from Ypsilanti, Michigan, who helped lead the fight for Ypsilanti's anti-discrimination ordinance."
gay,umich-bhl-85141,scopecontent,"Contemporary History Project (The New Left in Ann Arbor, Mich.) transcripts of oral interviews, 1978-1979","Topics of discussion in the interview include civil rights demonstrations, draft resistance and other opposition to the Vietnam War, feminism and the equal rights movement, alternative lifestyles, gay rights, the drug culture, student rights, and the influence of rock and roll music."
gay,umich-bhl-0398,scopecontent,"Charles L. Duty Papers, 1997-2000",Duty Papers mainly document the activities of an energetic gay and civil rights activist.
gay,umich-bhl-0398,bioghist,"Charles L. Duty Papers, 1997-2000",Duty is a gay activist who helped lead the fight for Ypsilanti's 1998 anti-discrimination ordinance.
gay,umich-bhl-0398,bioghist,"Charles L. Duty Papers, 1997-2000", Duty first became a member of the National Gay and Lesbian Task Force in 1976.
gay,umich-bhl-0398,bioghist,"Charles L. Duty Papers, 1997-2000","On February 12, 1997, Tri-Pride, a group of gay/lesbian/bisexual/transsexual social work and professional students from Eastern Michigan University, were denied service at Hansen's Standard Printing in Ypsilanti where they went to have printed raffle tickets for an event they were sponsoring."
gay,umich-bhl-0398,bioghist,"Charles L. Duty Papers, 1997-2000", Duty and several other Gay rights activists brought the incident to the attention of Ypsilanti Mayor Cheryl Farmer and the City Council.
gay,umich-bhl-0398,bioghist,"Charles L. Duty Papers, 1997-2000","Its members described themselves as, ""a community organization for Lesbian, Gay, Bisexual people, their friends and family who are committed to the empowerment of Lesbian, Gay, and Bisexual People."" The group's goals were to promote awareness of gay/lesbian/bisexual/transsexual issues, foster social action and change on issues concerning gay/lesbian/bisexual/transsexual community, and to collaborate with and support other community organizations."
gay,umich-bhl-0398,bioghist,"Charles L. Duty Papers, 1997-2000",The Mayor and City Council also apologized to members of the gay/lesbian/bisexual/transsexual community for some of the comments directed at them by members of the public during the HRC meetings.
gay,umich-bhl-0398,bioghist,"Charles L. Duty Papers, 1997-2000"," Charles Duty continues to be actively involved in local, state, and national community service, gay rights, and political groups."
gay,umich-bhl-0398,subjects,"Charles L. Duty Papers, 1997-2000",Elections; Gay rights
gay,umich-bhl-0591,abstract,"Billie Louise Edwards Papers, 1981-1993","Billie Louise Edwards was a feminist, activist, lesbian, motorcyclist, co-parent, Metropolitan Community Church preacher, and clinical psychologist; she was also co-director of the University of Michigan Lesbian-Gay Male Programs Office (LGMPO) from 1987 to 1993."
gay,umich-bhl-0591,scopecontent,"Billie Louise Edwards Papers, 1981-1993",The Billie Edwards papers document her work as a lesbian-gay rights activist and co-director of the University of Michigan's Lesbian-Gay Male Program Office and her work as a minister in Metropolitan Community Church in Oklahoma City.
gay,umich-bhl-0591,bioghist,"Billie Louise Edwards Papers, 1981-1993", Ms. Edwards was hired as the co-director of the University of Michigan Lesbian-Gay Male Programs Office (LGMPO) in 1987.
gay,umich-bhl-0591,corpnames,"Billie Louise Edwards Papers, 1981-1993",Lesbian-Gay Male Programs Office.
gay,umich-bhl-0047,abstract,"Ruth Ellis papers, 1910-2000","Ruth Ellis of Detroit, Michigan was well known in the Gay community as the oldest known African American Lesbian."
gay,umich-bhl-2011124,scopecontent,"John L. Kavanaugh papers, 1970-2011","Of most value, the collection provides documentation regarding the position of various denominations on questions of homosexuality and gay and interracial marriage; racial and ethnic discrimination, and voters' suppression based on race and ethnicity."
gay,umich-bhl-0047,scopecontent,"Ruth Ellis papers, 1910-2000","The Ruth Ellis collection contains correspondence, photographs, and publications related to Ms. Ellis's life and her activities in the Gay and Lesbian community."
gay,umich-bhl-2010156,bioghist,"Sandra S. Cole papers, 1994-2007","Also active in this effort were Jim Toy from the Office of Equity and Diversity, Royster Harper, Vice President for Student Affairs, Frederic McDonald-Dennis, Director of the Office of Lesbian, Gay and Bisexual Affairs, and others."
gay,umich-bhl-2014133,corpnames,"Coming Out Whole Conference Collection, 1986",Lesbian-Gay Male Program Office.
gay,umich-bhl-0544,titleproper,"Affirmations Lesbian/Gay Community Center Records, 1989-2004","Affirmations Lesbian/Gay Community Center Records, 1989-2004"
gay,umich-bhl-0544,abstract,"Affirmations Lesbian/Gay Community Center Records, 1989-2004","Affirmations Lesbian/Gay Community Center was established in 1989 to serve as a resource to lesbian, gay, bisexual and transgender individuals in the greater Detroit area."
gay,umich-bhl-0544,scopecontent,"Affirmations Lesbian/Gay Community Center Records, 1989-2004",This collection reflects the operational and planning activities for Affirmations Lesbian/Gay Community Center.
gay,umich-bhl-0544,bioghist,"Affirmations Lesbian/Gay Community Center Records, 1989-2004","Affirmations Lesbian/Gay Community Center was founded in 1989 based on the philosophy that ""gay is good, you are not alone."" Originally established as offshoot of the Michigan Organization for Human Rights (MOHR), Affirmations provided the greater Detroit area with Switchboard (renamed Helpline in October 1994), a volunteer-staffed telephone support line that has continued as one of the organization's hallmark programs."
gay,umich-bhl-0544,bioghist,"Affirmations Lesbian/Gay Community Center Records, 1989-2004","To reflect this shift, the organization adopted a new mission statement in 1997: ""Affirmations Lesbian/Gay Community Center works to achieve respect and equality for gay, lesbian, bisexual and transgender people through social service programs, advocacy, and education."
gay,umich-bhl-0544,bioghist,"Affirmations Lesbian/Gay Community Center Records, 1989-2004","Affirmations continued to develop new programs to service the community, and it responded to changing social attitudes toward the gay community by placing greater emphasis on its youth services and diversity programs."
gay,umich-bhl-0544,subjects,"Affirmations Lesbian/Gay Community Center Records, 1989-2004",Gay men; Lesbians; Gays; Gay rights
gay,umich-bhl-0544,corpnames,"Affirmations Lesbian/Gay Community Center Records, 1989-2004",Affirmations Lesbian/Gay Community Center.; Affirmations Lesbian/Gay Community Center.
gay,umich-bhl-85478,abstract,"American Friends Service Committee. Michigan Area Office records, 1956-2002","Administrative files, topical files, and regional and national office materials; contain files relating to their interest in pacifism, draft counseling, community service, prison reform and other issues relating to the criminal justice system, and peace education (especially relating to the Middle East and the conflict between Israel and the Palestinians), and lesbian/gay issues."
gay,umich-bhl-8515,bioghist,Robert Alexander Papers,"Thus the City Council found itself debating such issues as gay and women's rights, day care centers, decriminalization of prostitution and marijuana and the Vietnam War."
gay,umich-bhl-2010224,abstract,"Dewey Ames Papers, 1982-1998","Papers of Dewey Ames, a resident of the Metro Detroit Area who participated and organized athletic events, organizations, including the Gay Games."
gay,umich-bhl-2010224,scopecontent,"Dewey Ames Papers, 1982-1998",The collection largely documents Dewey Ames involvement in the Gay Games throughout the 1980's and 1990's.
gay,umich-bhl-2010224,bioghist,"Dewey Ames Papers, 1982-1998",Both teams participated in the Gay Games.
gay,umich-bhl-0648,bioghist,"Canterbury House, Ann Arbor, Mich. Records, 1930-2008","In the 1970s, the ministry supported the growing gay liberation movement and was the site for LGBTQ support groups."
gay,umich-bhl-2010224,corpnames,"Dewey Ames Papers, 1982-1998",Gay Games.
gay,umich-bhl-2013071,scopecontent,"Anonymous Association of Suburban People officer’s papers, 1973-2004"," The collection also includes a collection of matchbooks and matchboxes from gay bars, restaurants, baths, and other businesses in Detroit and surrounding areas, elsewhere in Michigan and Ontario, and to a lesser extent nationwide."
gay,umich-bhl-2013071,bioghist,"Anonymous Association of Suburban People officer’s papers, 1973-2004",The Association of Suburban People (ASP) was founded in 1976 as a social and political organization for Metropolitan Detroit gays and lesbians (for most of its history it was primarily a gay male organization).
gay,umich-bhl-2013071,subjects,"Anonymous Association of Suburban People officer’s papers, 1973-2004",Gay liberation movement; Gay men; Gay rights; Gays; Contests; Female impersonators; Gay bars; Gay men; Gay rights
gay,umich-bhl-04105,abstract,"Beth Bashert Papers, 1988-2010","Beth Bashert is a local activist, identified with gay-lesbian issues in Ypsilanti, Michigan."
gay,umich-bhl-04105,bioghist,"Beth Bashert Papers, 1988-2010","In 1996, she participated in the planning for a recreational center for the gay, lesbian, bi-sexual, transgender (GLBT) community to be called the Jane Addams Memorial Center."
gay,umich-bhl-04105,bioghist,"Beth Bashert Papers, 1988-2010","On the ballot in both 1998 and 2001, Bashert and others successfully organized the campaign to defeat the proposals viewed by many as anti-gay initiatives."
gay,umich-bhl-0526,abstract,"Lisa Marshall Bashert Papers, 1971-2016","She was involved in various causes and local organizations, especially relating to gay-lesbian activism in Michigan."
gay,umich-bhl-0526,scopecontent,"Lisa Marshall Bashert Papers, 1971-2016","Another series in the collection, Local Organization and Projects, contains files related to environmental sustainability, and gay and lesbian rights organizations in Ypsilanti during the 2000s."
gay,umich-bhl-0526,bioghist,"Lisa Marshall Bashert Papers, 1971-2016","She has been involved in various causes and local organizations, especially relating to gay-lesbian activism in Michigan."
gay,umich-bhl-851123,persnames,"Henry Moore Bates Papers, 1886-1950","(Thomas Edmund), 1902-1971; Ferguson, Homer, 1889-1982; Frankfurter, Felix, 1882-1965; Gay, Edwin F."
gay,umich-bhl-2014133,abstract,"Coming Out Whole Conference Collection, 1986","The conference was held in Ann Arbor, MI and was sponsored by the University of Michigan's Lesbian and Gay Male Programs Office."
gay,umich-bhl-2014133,bioghist,"Coming Out Whole Conference Collection, 1986", The conference was designed by Nancy Blum who served as the Programs Co-Coordinator for the Lesbian and Gay Male Programs Office at the University of Michigan.
gay,umich-bhl-2014133,subjects,"Coming Out Whole Conference Collection, 1986",Addicts.; Gay college students; Homosexuality; Lesbians; Lesbians
gay,umich-bhl-2013071,scopecontent,"Anonymous Association of Suburban People officer’s papers, 1973-2004","Photographs, flyers, and posters from Hottest Hairy or Hairless Chest Contests, Halloween Contests, and Club Nites are included, events held at the Interchange, the Outlaw, the R &amp; R Saloon, and other Detroit area gay bars."
gay,umich-bhl-0047,bioghist,"Ruth Ellis papers, 1910-2000", During the late 1930s and 1940s the Ellis/Franklin house served as a meeting place and temporary shelter for Gay men and Lesbians.
gay,umich-bhl-2014025,titleproper,"Lesbian, Gay, Bisexual, and Transgender Community of Michigan Web Archive, 2010-2014","Lesbian, Gay, Bisexual, and Transgender Community of Michigan Web Archive, 2010-2014"
gay,umich-bhl-0679,bioghist,"Paul C. Heaton Papers, 1997-2001"," The human rights ordinance controversy surfaced in Ypsilanti in February 1997 when a local print shop refused to print raffle tickets for Tri-Pride, a lesbian, gay, bisexual and transgender Eastern Michigan student group because of the type of group that they represented."
gay,umich-bhl-2009188,abstract,"Greg Kamm Papers, 1963-2008","Student activist who was involved with SDS, co-founded Kalamazoo Gay Liberation at Western Michigan University in 1970, and was involved with the Gay Liberation Movement at Michigan State University in the early 1970s."
gay,umich-bhl-2009188,scopecontent,"Greg Kamm Papers, 1963-2008","Due to his involvement with SDS in the late 1960's and the Gay Rights movement in the early 70's, the Greg Kamm papers are a highly valuable resource for scholars and citizens interested in the history of student activism in Michigan."
gay,umich-bhl-0679,bioghist,"Paul C. Heaton Papers, 1997-2001"," In Traverse City, anti-gay groups sought a ballot proposal that would ""prohibit the city from enacting, adopting, enforcing or administering any ordinance, regulation, rule or policy which grants special minority or protected status, quota preference or other preferential treatment based upon homosexual, lesbian, or bisexual orientation, conduct, or relationship."" The ballot proposal failed after a November 6, 2001 vote."
gay,umich-bhl-0679,subjects,"Paul C. Heaton Papers, 1997-2001",Gay rights; Gay rights
gay,umich-bhl-2011064,abstract,"Ann Heler Papers, 1993-1998","Papers of Ann Heler, a resident of Ferndale, Mich., who was a leader of the gay and lesbian community."
gay,umich-bhl-2011064,scopecontent,"Ann Heler Papers, 1993-1998",The collection largely documents Ann Heler's involvement in the Gay Games during the 1990's.
gay,umich-bhl-2011064,bioghist,"Ann Heler Papers, 1993-1998",and an active member of the gay and lesbian community.
gay,umich-bhl-2011138,subjects,"Douglas M. Haller papers, 1978-2011",Gay liberation movement; Gay men; Gay rights; Gays; Lesbians
gay,umich-bhl-0679,bioghist,"Paul C. Heaton Papers, 1997-2001","He served as co-chair of the Ypsilanti Campaign for Equality and the Traverse City Campaign Against Discrimination, organizations that sought to fight anti-gay initiatives in relation to these ordinances."
gay,umich-bhl-952,bioghist,"Huron Valley Community Church (Ann Arbor, Mich.) Records, 1984-1994"," Beginning in 1989, the congregation was significantly affected by debate over affiliation with the Universal Fellowship of Metropolitan Community Churches (FMCC), a national network of gay and lesbian ministries."
gay,umich-bhl-952,bioghist,"Huron Valley Community Church (Ann Arbor, Mich.) Records, 1984-1994",Huron Valley Community Church was formed in 1985 as an independent ecumenical church to minister to the lesbian and gay male communities of the Huron Valley area.
gay,umich-bhl-2009188,bioghist,"Greg Kamm Papers, 1963-2008"," After being detained and referred to school authorities for his role in the student center events, Kamm's activism became focused on his involvement with the burgeoning Gay Rights movement."
gay,umich-bhl-2011064,corpnames,"Ann Heler Papers, 1993-1998",Gay Games.
gay,umich-bhl-952,scopecontent,"Huron Valley Community Church (Ann Arbor, Mich.) Records, 1984-1994","Newspaper Clippings, 1987-1994, are a rich source for information on subjects affecting the gay and lesbian community in Ann Arbor."
gay,umich-bhl-86726,subjects,Episcopal Church. Diocese of Michigan records,Camps.; Chapels.; Church buildings.; Clergy.; Demonstrations.; Gay rights.; Interiors; Missions; Religion.; Women's rights.; Anglican church buildings; Anglican church buildings; Anglican church buildings; Anglican church buildings; Anglican church buildings; Anglican church buildings; Anglican church buildings; Anglican church buildings; Anglican church buildings; Anglican church buildings; Anglican church buildings; Anglican church buildings; Anglican church buildings; Anglican church buildings; Anglican church buildings; Anglican church buildings; Anglican church buildings; Anglican church buildings; Anglican church buildings; Anglican church buildings; Anglican church buildings; Anglican church buildings; Anglican church buildings; Anglican church buildings; Anglican church buildings; Anglican church buildings; Anglican church buildings; Anglican church buildings; Anglican church buildings; Anglican church buildings; Anglican church buildings; Anglican church buildings; Anglican church buildings; Anglican church buildings; Anglican church buildings; Anglican church buildings; Anglican church buildings; Anglican church buildings; Anglican church buildings; Anglican church buildings; Anglican church buildings; Anglican church buildings; Anglican church buildings; Anglican church buildings; Anglican church buildings; Anglican church buildings; Anglican church buildings; Anglican church buildings; Anglican church buildings; Anglican church buildings; Anglican church buildings; Anglican church buildings; Anglican church buildings; Anglican church buildings; Anglican church buildings; Anglican church buildings; Anglican church buildings; Anglican church buildings; Anglican church buildings; Anglican church buildings; Anglican church buildings; Anglican church buildings; Anglican church buildings; Anglican church buildings; Anglican church buildings; Anglican church buildings; Anglican church buildings; Anglican church buildings
gay,umich-bhl-0586,bioghist,"Human Rights Party (Ann Arbor, Mich.) Records, 1970-1979","All three HRP City Council officials were openly gay, another revolutionary issue at the time."
gay,umich-bhl-952,abstract,"Huron Valley Community Church (Ann Arbor, Mich.) Records, 1984-1994","Independent ecumenical church established in 1985 to minister to the gay and lesbian community of Ann Arbor, Michigan."
gay,umich-bhl-2009188,corpnames,"Greg Kamm Papers, 1963-2008","Gay Liberation Movement (East Lansing, Mich.); Kalamazoo Gay Liberation.; Students for a Democratic Society (U.S.); Gay Liberation Movement (East Lansing, Mich.); Kalamazoo Gay Liberation."
gay,umich-bhl-2009188,subjects,"Greg Kamm Papers, 1963-2008",Election monitoring.; Gay rights; Students; English teachers.; Election monitoring; Election monitoring; Gay rights; Student movements.; Teaching; Teaching; Travel.
gay,umich-bhl-0679,abstract,"Paul C. Heaton Papers, 1997-2001","Heaton was the co-chair of the Ypsilanti Campaign for Equality and the Traverse City Campaign Against Discrimination, organizations fighting for gay rights in reference to human rights ordinances in their respective cities."
gay,umich-bhl-2011138,bioghist,"Douglas M. Haller papers, 1978-2011","Douglas Haller was elected (1980-1981) as one of five officers who formed the Executive Board of the Association of Suburban People (ASP), at that time the largest Gay/Lesbian social and political organization in the State of Michigan."
gay,umich-bhl-2011138,bioghist,"Douglas M. Haller papers, 1978-2011"," As a member of ASP Political Action Committee (ASP--PAC), Haller aided the National Convention Project (Washington, DC) in its goal of electing pro-Gay delegates to the Democratic National Convention and securing a Gay civil rights plank in the party platform."
gay,umich-bhl-2009188,bioghist,"Greg Kamm Papers, 1963-2008"," After spending the summer of 1973 in New York City, Kamm grew disillusioned with elements in the Gay Rights movement and gradually cut off his affiliation with the Gay Liberation Movement and related organizations."
gay,umich-bhl-2011138,abstract,"Douglas M. Haller papers, 1978-2011","Archivist and information officer active in numerous Gay/Lesbian organizations, notably the Association of Suburban People (ASP)."
homosexuality,umich-bhl-9795,bioghist,Forman G. Brown scrapbook.,"Author of ""Better Angel,"" a 1933 novel on the subject of homosexuality published under the pseudonym Richard Meeker."
homosexuality,umich-bhl-02139,subjects,Spectrum Center records,Bisexual college students; Coming out (Sexual orientation); Demonstrations; Gay college students; Gay rights; Gays; Gays; Homosexuality; Lesbians; Lesbians; Sexual orientation; Transgender college students; Interviews.
homosexuality,umich-bhl-2014133,subjects,"Coming Out Whole Conference Collection, 1986",Addicts.; Gay college students; Homosexuality; Lesbians; Lesbians
homosexuality,umich-bhl-9744,bioghist,James W. Toy Papers,"Beginning in 1971, he served as a member of the diocesan commission on homosexuality; in 1975, he helped establish a Detroit area chapter of Integrity,a gay Episcopal organization; in 1976, he became a member of the diocesan Church and Society Committee; and since 1989, he has been a member of the diocese's Task Force on Lesbian and Gay Men's Concerns."
homosexuality,umich-bhl-9744,bioghist,James W. Toy Papers,"St. Joseph's, which then had a reputation as a ""radical"" church, supportive of progressive social programs and causes, provided Toy with the nurturing environment that he needed as he decided in 1970 not only to lead a more open lifestyle but also to work to change attitudes and perceptions about homosexuality."
homosexuality,umich-bhl-2014025,subjects,"Lesbian, Gay, Bisexual, and Transgender Community of Michigan Web Archive, 2010-2014",AIDS activists; Bisexual youth; Bisexuals; Bisexuals; Catholic gays; Gay activists; Gay rights; Gay teenagers; Gay youth; Gays; Gays; Gays; Gays; Gays; Gays; Gays; GLBT community of Michigan.; Homosexuality; Lesbian youth; Lesbians; Lesbians; Lesbians; Parents of gays; Parents of gays; Religion.; Runaway teenagers; Same-sex marriage; Social justice.; Social work with gay youth; Social work with lesbian youth; Social work with transgender youth; Transgender people; Transgender people; Transgender youth; Women in Michigan.; Women's music festivals
homosexuality,umich-bhl-2014034,subjects,"Social Justice in Michigan Web Archive, 2010-2014","African American men; African American youth; African Americans; African Americans; Amnesty.; Arab Americans; Barrier-free design; Bisexuals; Bisexuals; Catholic gays; Children with disabilities; Civil rights; Criminal justice, Administration of; Developmental disabilities; Disability awareness; Disabled veterans; Environmental justice; Ethnic communities.; Gay rights; Gays; Gays; Gays; GLBT community of Michigan.; Homeless persons; Homosexuality; Housing policy; Human rights.; Hunger.; Islamophobia; Lesbians; Lesbians; Mental health; Mental health services; Mental retardation; Minorities; Muslims; Paralytics; Peace; People with disabilities; People with mental disabilities; Politics and public policy.; Prisoners; Prisoners; Prisoners; Prisons; Prisons; Religious tolerance; Same-sex marriage; Social justice.; Transgender people; Transgender people; Transportation and state"
homosexuality,umich-bhl-05122,subjects,the Michigan Equality records,Anti-gay violence.; Anti-LGBTQ+ violence.; Gay rights; Homosexuality; LGBTQ+ discrimination.; LGBTQ+ support groups.; LGBTQ+ victims' rights.;  Queer political activists; Police interactions with LGBTQ+ people.; Same-sex marriage
homosexuality,umich-bhl-0648,bioghist,"Canterbury House, Ann Arbor, Mich. Records, 1930-2008","This group aimed to make LGBTQ students at the University feel accepted, especially by a religious institution, while homosexuality was still considered actively prosecuted by law in the United States."
homosexuality,umich-bhl-9744,subjects,James W. Toy Papers,AIDS (Disease); Coming out (Sexual orientation); Gay college students; Gay liberation movement; Gay men; Gays; Homosexuality; Homosexuality; Homosexuality; Lesbians; Sexual orientation; Gay rights; Gays; Demonstrations; Transgender college students; Transgender people
homosexuality,umich-bhl-9744,bioghist,James W. Toy Papers,"The objectives of the office, as stated by Toy in his first annual report, were ""to help gay people solve the problems they experience in a predominately heterosexual society"" and ""to help educate the University community and the community-at-large about the nature of sexuality and, specifically, homosexuality; about the oppression that people endure; and about the rights that gay people should enjoy."""
homosexuality,umich-bhl-0574,bioghist,"Lemuel A. Johnson Papers, 1942-2002","He also studied the issue of homosexuality in African culture in <title render=""italic"">No Sweetness Here?: (dis)Counting Homosexuality</title> (1998 working drafts) and <title render=""italic"">Mahmud Bilateral, or (en)Countering Homosexuality</title> (2001 and undated working drafts)."
homosexuality,umich-bhl-0574,subjects,"Lemuel A. Johnson Papers, 1942-2002",African poetry.; Blacks in literature.; Poetry; Eroticism in literature.; Homosexuality; African poetry.; African literature.
homosexuality,umich-bhl-85287,subjects,Michigan Organization for Human Rights Records,Gay liberation movement; Gay men; Gays; Homosexuality in radio; Homosexuality; Lesbians; Radio broadcasting; Demonstrations; Gay rights.; Homosexuals.; Lesbians.; Parades and processions; Parades and processions; Gayly speaking (Radio program); Gay liberation movement; Homosexuality.; Gays; Lesbians.; Public radio; Radio programs
homosexuality,umich-bhl-2011124,subjects,"John L. Kavanaugh papers, 1970-2011",Catholics; Episcopalians; Gay liberation movement; Homosexuality; Local transit; Same-sex marriage.; Transportation
homosexuality,umich-bhl-9916,subjects,"Lavender Information and Library Association records, 1989-2008",Gay college students; Gays; Homosexuality; Lesbians; Sexual orientation; Libraries
homosexuality,umich-bhl-2011124,scopecontent,"John L. Kavanaugh papers, 1970-2011","Of most value, the collection provides documentation regarding the position of various denominations on questions of homosexuality and gay and interracial marriage; racial and ethnic discrimination, and voters' suppression based on race and ethnicity."
homosexuality,umich-bhl-2011124,abstract,"John L. Kavanaugh papers, 1970-2011","The collection consists of correspondence, essays and articles, e-mails, conference materials, organizational records, publications and articles on the subjects of GLBT history, gay civil rights, gay marriage, interracial and interfaith marriage, GLBT families, sexual and gender equality, violence against GLBT persons, religion and homosexuality, gay clergy, clergy with AIDS, and violence against GLBT persons."
lesbian,umich-bhl-9916,abstract,"Lavender Information and Library Association records, 1989-2008","Organization established in 1989 by University of Michigan librarians and information science professionals and students to promote awareness of lesbian, gay, bisexual and transgender issues within the university libraries and School of Information."
lesbian,umich-bhl-0268,abstract,Washtenaw Rainbow Action Project Records,Organization founded in 1995 to encourage increased visibility and acceptance and appreciation of the lesbian/gay/bisexual and transgender community in Washtenaw County through education and political action.
lesbian,umich-bhl-952,abstract,"Huron Valley Community Church (Ann Arbor, Mich.) Records, 1984-1994","Independent ecumenical church established in 1985 to minister to the gay and lesbian community of Ann Arbor, Michigan."
lesbian,umich-bhl-0544,abstract,"Affirmations Lesbian/Gay Community Center Records, 1989-2004","Affirmations Lesbian/Gay Community Center was established in 1989 to serve as a resource to lesbian, gay, bisexual and transgender individuals in the greater Detroit area."
